,Time,$N$,$E$,$D$,$\phi$,$\theta$,$\psi$,$u$,$v$,$w$,$p$,$q$,$r$,$\eta$,$\delta_r$,$\delta_s$,$\F_4$,$\tilde{u}$,$\tilde{\chi}$,e,$\tilde{\upsilon}$,h,$u_c$,$v_c$,$w_c$
10,0.55,-5.982467084416834,-0.03572615230234862,1.2397507618060675,0.05859515187377751,0.13105922926502034,-0.10102564690854665,-0.2846995252309467,0.1721680200973269,4.909860049999929,-0.02449674143373648,0.26623882464871174,-0.36174266785383236,-0.10051091015338898,-0.11580312252044678,-0.09912891313433647,-0.12405186519026756,0.8637037571729591,-0.15686357793436356,-0.02826034661431213,-0.5811213051175559,1.0165475158975026,0.0,0.0,0.0
11,0.6000000000000001,-5.965161962101407,-0.043292864506853955,1.4850808068506014,0.05509301332307537,0.14540753645037885,-0.11845161479218946,-0.34880020433902553,0.20064615803808536,5.352033219088955,-0.06052564378001359,0.2737476213348997,-0.3758319586515428,-0.100115105509758,-0.11293570697307587,-0.09870196133852005,-0.12110458686947823,0.8923497626154734,-0.1349987380617485,-0.03572615230234862,-0.600272905077206,1.2397507618060675,0.0,0.0,0.0
12,0.65,-5.944330920427975,-0.050523675078105935,1.7525303033636208,0.04942941677490964,0.1601089126378601,-0.1366530850226173,-0.4198715341158852,0.22737058041205882,5.793965264900922,-0.09572699715013055,0.28197737020569935,-0.3882786691188813,-0.09956835955381393,-0.11038295924663544,-0.09814988449215889,-0.11845206096768379,0.9244001021695127,-0.11094187316337935,-0.043292864506853955,-0.6201171674416553,1.4850808068506014,0.0,0.0,0.0
13,0.7000000000000001,-5.919478271684321,-0.056928153904747036,2.0420754396439147,0.04162421375539216,0.17514978969088757,-0.15558888174183716,-0.49806985330587633,0.25129586691843053,6.235581820394714,-0.12998186657423624,0.2908564898547907,-0.39936027377843863,-0.09882228076457977,-0.1079993024468422,-0.09741814434528351,-0.11594513431191444,0.9599357670579426,-0.08564136497752124,-0.050523675078105935,-0.6401312063258552,1.7525303033636208,0.0,0.0,0.0
14,0.75,-5.890053090018633,-0.061968725879876986,2.353672953905427,0.03170167040844163,0.19051093061920632,-0.1752350181130251,-0.5835422435112452,0.27139437289280316,6.6768231289086915,-0.16311261842152566,0.30031775407172795,-0.4092901378870011,-0.09782018512487411,-0.10565207898616791,-0.09644702821969986,-0.11343979462981224,0.9990349266529381,-0.06004228799191812,-0.056928153904747036,-0.6598070249460255,2.0420754396439147,0.0,0.0,0.0
15,0.8,-5.85544664084861,-0.06506811357277795,2.687256745999103,0.01969323471145845,0.20616792389325944,-0.19558140826491988,-0.6764236209189387,0.28666015428737973,7.1174788337201225,-0.19046476030111353,0.3114752508446998,-0.419679893553257,-0.09610830992460251,-0.1049637570977211,-0.0945444144308567,-0.11166335642337799,1.0,-0.035006440069682496,-0.061968725879876986,-0.6786888883314435,2.353672953905427,0.0,0.0,0.0
16,0.8500000000000001,-5.8149923874022065,-0.06561797829368927,3.042726464534312,0.005846403401163602,0.22215188261961183,-0.21670193464971899,-0.7768341160305134,0.29611451068748634,7.557233528962586,-0.21394044899763354,0.32160600674013656,-0.4308809816837311,-0.09427441656589508,-0.10466120392084122,-0.0930476076900959,-0.11066354066133499,1.0,-0.011229143217731741,-0.06506811357277795,-0.6964031017468191,2.687256745999103,0.0,0.0,0.0
17,0.9,-5.767961112162533,-0.0630743219513975,3.41993850451727,-0.009695670433245152,0.23835786262589753,-0.2386919970603798,-0.8849055557440404,0.2989116845345789,7.996060308443427,-0.23452708282322138,0.3319121342823891,-0.4426270298659802,-0.09225665219128132,-0.10361798107624054,-0.0911172553896904,-0.10912104696035385,1.0,0.010237655697845259,-0.06561797829368927,-0.712671947658984,3.042726464534312,0.0,0.0,0.0
18,0.9500000000000001,-5.713604033257913,-0.0569307072829802,3.818725452907972,-0.026838275193964645,0.25473811437422134,-0.26163178791742725,-1.0007161551278274,0.29429048921666445,8.43388303023126,-0.2526119452989136,0.342231338318681,-0.4548341184854508,-0.0898508783429861,-0.10205380618572235,-0.08882511779665947,-0.10713991150259972,1.0,0.02913298865041219,-0.0630743219513975,-0.7273636807027982,3.41993850451727,0.0,0.0,0.0
19,1.0,-5.6511314547192795,-0.04671668462383461,4.238890786293359,-0.04550813964960998,0.27123324409596306,-0.28559789636932553,-1.124318222730237,0.28155266134431434,8.870658669395148,-0.26828393285165497,0.35267816111376576,-0.4673785082995892,-0.08694158680737019,-0.09980638325214386,-0.0860011875629425,-0.10449736565351486,1.0,0.045546196151812435,-0.0569307072829802,-0.7404110454419006,3.818725452907972,0.0,0.0,0.0
20,1.05,-5.579716585680026,-0.031999902025536264,4.680210629808277,-0.06563726951436699,0.28778578618799955,-0.3106611177671619,-1.2557328838065211,0.2600543967955262,9.306348713580427,-0.28154404001827266,0.36318793344670897,-0.4801532149314881,-0.08341137506067753,-0.09680555015802383,-0.08256332203745842,-0.10110591351985931,1.0,0.059733575839821335,-0.04671668462383461,-0.7518150819567799,4.238890786293359,0.0,0.0,0.0
21,1.1,-5.498495657321945,-0.012394753337876357,5.142433896531623,-0.0871580708126003,0.3043314132274473,-0.3368866941840185,-1.3949513855203113,0.22920551085261628,9.740936510603175,-0.292358185932885,0.37371031443225916,-0.49304251223802575,-0.07913914136588573,-0.09292110241949558,-0.07838650792837143,-0.09682779014110565,1.0,0.07199649511772521,-0.031999902025536264,-0.7616243283135429,4.680210629808277,0.0,0.0,0.0
22,1.1500000000000001,-5.406572400911711,0.012428441195345807,5.625284386371423,-0.1100004139492401,0.3208000889469771,-0.36433300225998844,-1.54193234876505,0.1884706132275611,10.17443444322755,-0.3006796193826126,0.38415306359879015,-0.505929757654667,-0.073984170332551,-0.08801625855267048,-0.07333707064390182,-0.09152309596538544,1.0,0.08263960380205691,-0.012394753337876357,-0.7699219657987479,5.142433896531623,0.0,0.0,0.0
23,1.2000000000000002,-5.3030230395668605,0.042733671855921126,6.128463881888745,-0.13408968662214438,0.3371146362146793,-0.39305024612447603,-1.6965997187139323,0.13737121630029225,10.606898617254759,-0.30644922237325584,0.3944010381283703,-0.5186954900622368,-0.0677828136831522,-0.08192706294357777,-0.0672544464468956,-0.08502452820539474,1.0,0.0919458261841141,0.012428441195345807,-0.7768126300834493,5.625284386371423,0.0,0.0,0.0
24,1.25,-5.186902871428193,0.07870987599590881,6.651656837327222,-0.15934454821969712,0.35319049593215945,-0.42307877071920164,-1.8588402050730677,0.07548811190846764,11.038443846674337,-0.30959359543869913,0.4043049261091257,-0.5312189385294914,-0.060345495119690895,-0.0744668785482645,-0.05995425581932068,-0.07714149355888367,1.0,0.10016699227982241,0.042733671855921126,-0.7824129084608024,6.128463881888745,0.0,0.0,0.0
25,1.3,-5.057254090962477,0.12046202028932985,7.194536678515582,-0.18567429869687446,0.3689351908550176,-0.4544470461087755,-2.028500781398224,0.0024639689445502544,11.469658747250262,-0.30956278299552115,0.4197144733678866,-0.5425730958580971,-0.05156758613884449,-0.06397084705531597,-0.050130296498537064,-0.06611242890357971,1.0,0.10751977002551909,0.07870987599590881,-0.7868444320005085,6.651656837327222,0.0,0.0,0.0
26,1.35,-4.913107217622821,0.16800309869526447,7.7567921879990624,-0.21295903991866716,0.38455201019768026,-0.48718655305167813,-2.205386106104663,-0.08199388722477344,11.901168190170331,-0.3056362759998989,0.4465812505418658,-0.5518296953290701,-0.041367245838046074,-0.05034514144062996,-0.03767349477857351,-0.051837097853422165,1.0,0.1141805079187871,0.12046202028932985,-0.7902281112877982,7.194536678515582,0.0,0.0,0.0
27,1.4000000000000001,-4.753338349126615,0.22115272335940037,8.338100766957487,-0.24106480377848483,0.4005451110652323,-0.52137063538152,-2.3893941904419695,-0.17809126563364436,12.332441416560481,-0.2975161306202571,0.47757506550025536,-0.5599629689007998,-0.03000437468290329,-0.0374947115778923,-0.025492203421890736,-0.03833505045622587,1.0,0.12003216804598248,0.16800309869526447,-0.7926202496874586,7.7567921879990624,0.0,0.0,0.0
28,1.4500000000000002,-4.576542031314542,0.27939781672525615,8.93803880715803,-0.26986712103930444,0.4170492062054185,-0.5570869302485764,-2.5806501294579425,-0.2859229922471313,12.763565235478657,-0.28563905713225124,0.5109662840096744,-0.567037284001708,-0.016814393922686577,-0.023001741617918015,-0.01180213037878275,-0.02330057043582201,1.0,0.12472452525998533,0.22115272335940037,-0.7940246464381102,8.338100766957487,0.0,0.0,0.0
29,1.5,-4.381220165011429,0.34194737011939497,9.55615059586237,-0.2992730477511927,0.4341141306482781,-0.594424143602565,-2.779334190469158,-0.4054835000778113,13.19466919100477,-0.27013488487941834,0.5447577734689637,-0.5731605615466834,-0.0015498697757720947,-0.006736390292644501,0.003588748164474964,-0.006532925181090832,1.0,0.1282100897334308,0.27939781672525615,-0.7945282710324386,8.93803880715803,0.0,0.0,0.0
30,1.55,-4.165835134991249,0.40774432040307446,10.191958016670403,-0.3291983696811034,0.45169220259749476,-0.6334595920109773,-2.9856418590962677,-0.5366817056008102,13.619930419451208,-0.26354179384844817,0.5748780800130052,-0.5791486702859402,0.001600770279765129,-0.0027446290478110313,0.006076524965465069,-0.004548347555100918,1.0,0.13049882732939602,0.34194737011939497,-0.7942245608410089,9.55615059586237,0.0,0.0,0.0
31,1.6,-3.929036544274984,0.47547855242771064,10.844721353748506,-0.3601777793654444,0.469531119948174,-0.6742448908058107,-3.1997395416941528,-0.679349646287232,14.038643161536914,-0.2628761138401444,0.6015794374699199,-0.5851056095212698,0.004572420381009579,0.0006313640624284744,0.008386393077671528,-0.002564898692071438,1.0,0.13168136267481387,0.40774432040307446,-0.7932418312604266,10.191958016670403,0.0,0.0,0.0
32,1.6500000000000001,-3.6694726976035414,0.5440336570954155,11.513589939016958,-0.39259129711682306,0.48736930105916443,-0.7168328830360426,-3.4216751923354183,-0.8335136383932671,14.450657645340574,-0.2650434316718051,0.6250631478364239,-0.59104711599648,0.008792711421847343,0.004921817220747471,0.01195135060697794,0.0009684786200523376,1.0,0.13222766054239174,0.47547855242771064,-0.7915784780096299,10.844721353748506,0.0,0.0,0.0
