#{"t_start": 1638212851.5663178, "env_id": "PathColav3d-v0"}
r,l,t
-5350.072715,3,4.263314
-4012.46368,1,4.282266
-2947.220767,2,4.307197
-1335.091355,2,4.333141
-2228.580741,2,4.358062
-1664.35822,1,4.372059
-1563.461547,1,4.388979
-1043.373611,1,4.401942
-1438.549922,1,4.414908
-1063.825355,1,4.427873
-1510.566658,1,4.44586
-4978.996623,2,4.461782
-8524.444799,2,4.487715
-4656.914462,1,4.50367
-2220.538986,1,4.517633
--2798.409266,1,4.530-7200.-1423.42412,1,4-6026.7122-2011.954557,1,4-2863.649073,3,4.59443
-2332.893296,2,4.62036
-3671.871126,1,4.635318
-3773.980082,2,4.662248
-3465.3813,1,4.67621
-3208.264347,1,4.689174
-3649.032028,1,4.702142
-1095.583226,1,4.7181
-2649.854529,1,4.731064
-4927.319701,1,4.746022
-2802.876482,2,4.769958
-1902.745668,1,4.782923
-2875.929512,1,4.796886
-2589.545502,2,4.821821
-1846.79927,1,4.837779
-7041.149438,2,4.858723
-3887.035323,1,4.872683
-4982.846187,2,4.895623
-1019.593248,1,4.909584
-1380.836163,2,4.93053
-2669.100762,1,4.946488
-1938.538677,1,4.960451
-3283.883035,2,4-7688.7525-1121.881839,1,4-2187.2736-3292.952873,1,5-1541.4851-7046.880621,4,5.063176
-5100.27675,3,5.09808
-5362.329294,2,5.122016
-1023.458284,1,5.13598
-1534.907902,1,5.14795
-2416.763949,2,5.177866
-2453.555056,2,5.198811
-2002.517645,1,5.213771
-3623.04,1,5.227734
-3854.947151,2,5.24868
-2149.483921,1,5.262645
-1100.22923,2,5.286577
-3184.991825,1,5.300-5917.-5726.997682,3,5.343425
-2292.188033,1,5.35-4222.8-2180.93748,1,5.370-2627.-2723.134201,2,5.39-2044.563396,3,5.417229
-2950.374859,1,5.430192
-4441.240108,2,5.455126
-5427.935677,2,5.484048
-2100.731043,1,5.497016
-1304.193836,3,5.532919
-4694.923566,2,5.557853
-7222.236381,2,5.579793
-1141.108817,1,5.59276
-2517.669336,1,5.605722
-2079.674578,1,5.619688
-1692.500827,1,5.634645
-2145.94074,2,5.659581
-1943.301755,1,5.673544
-3802.641014,2,5.697477
-2034.474628,2,5.724405
-3694.673598,1,5.737373
-2995.82517,1,5.752333
-6771.480174,2,5.777263
-10348.819122,2,5.801202
-5401.672915,2,5.821147
-1090.895079,1,5.834111
-1621.417236,1,5.846079
-2635.450951,1,5.86104
-2934.008014,3,5.895948
-4980.206228,1,5.90795
-1744.994022,2,5.929857
-3868.629852,2,5.954791
-2081.251682,2,5.978725
-2700.741964,1,5.99269
-1088.171208,1,6.005655
-2520.857952,1,6.018621
-1042.793152,1,6.031586
-2761.04128,2,6.058513
-6340.872369,1,6.072474
-3612.972984,1,6.08544
-1615.049911,2,6.105388
-3118.698858,1,6.119349
-3482.439599,1,6.135305
-1151.149408,1,6.148271
-3872.158763,1,6.163231
-7755.291876,2,6.191156
-3309.460381,1,6.207113
-4071.907381,1,6.228057
-2878.647818,1,6.243017
-2611.526739,1,6.261969
-1802.406289,2,6.284943
-1611.960515,1,6.299868
-2709.406117,2,6.32181
-3644.612416,1,6.338762
-1591.416321,1,6.352724
-1648.663055,1,6.364692
-2771.243865,1,6.37766
-4090.995031,1,6.390625
-1081.046268,1,6.40658
-4048.159178,3,6.442486
-2173.905079,1,6.460439
-1037.031411,2,6.48238
-1402.379984,2,6.506315
-1746.440612,1,6.519287
-3867.983604,1,6.532246
-2009.016489,3,6.576128
-3876.344897,3,6.606049
-8474.702738,2,6.628987
-2614.977348,1,6.643948
-1534.715648,1,6.657907
-5371.203117,2,6.68085
-1560.791078,2,6.705781
-4839.716917,2,6.731713
-1637.637336,1,6.744678
-1026.631415,1,6.758638
-3281.08278,1,6.772601
-2276.160943,3,6.810499
-2761.345365,2,6.834444
-1036.258625,1,6.8504
-2261.156673,1,6.871337
-1870.684367,1,6.885299
-3336.086893,1,6.898266
-1130.879155,2,6.923202
-1610.037369,2,6.947136
-2991.833037,2,6.973067
-1025.755146,1,6.99002
-2083.424758,1,7.001989
-1652.898373,1,7.015953
-3131.490588,1,7.029916
-1709.398983,1,7.042881
-3443.615244,1,7.056841
-2035.853242,1,7.072801
-2003.151393,1,7.087758
-2404.856278,1,7.100724
-1803.573457,1,7.113692
-3660.619249,1,7.127687
-1470.743265,2,7.15558
-2315.330497,1,7.172531
-2732.011662,1,7.186494
-3143.781343,2,7.216414
-4247.501431,1,7.232374
-2152.525771,1,7.246336
-1444.299299,1,7.261294
-1017.812004,1,7.277251
-1638.885106,1,7.292212
-1237.751119,2,7.320138
-1686.65132,2,7.351056
-2171.915465,2,7.37898
-2981.475998,3,7.413886
-3749.808415,1,7.427851
-3269.301683,2,7.455776
-1063.064613,1,7.468739
-1344.294879,1,7.481705
-2975.74139,1,7.496668
-1194.634158,1,7.510627
-2922.727595,2,7.533575
-2876.16972,2,7.556506
-4375.262776,2,7.578448
-1211.583203,1,7.591412
-3426.115952,1,7.606371
-2541.092856,2,7.630306
-1633.866811,2,7.662223
-1032.803584,1,7.67622
-2290.946421,3,7.711093
-1395.631467,1,7.725054
-1146.45611,2,7.750991
-1644.618016,2,7.772928
-1733.280795,2,7.797862
-3325.02558,1,7.810824
-2665.19311,1,7.824789
-1185.117093,1,7.836758
-1378.924736,1,7.848725
-3627.804682,1,7.863684
-1655.947335,2,7.884628
-1098.01517,1,7.897595
-2894.628804,1,7.910561
-1667.308303,2,7.942472
-2807.452524,1,7.968405
-3887.402026,2,7.99633
-3618.442077,2,8.023258
-1104.329107,1,8.037219
-1299.44298,1,8.050187
-2726.475892,2,8.083099
-2221.282632,1,8.096064
-1267.48579,1,8.111022
-2404.864795,1,8.127979
-3359.658166,1,8.142935
-4803.138597,2,8.170864
-1191.898712,1,8.18383
-1027.740806,1,8.197789
-1984.85347,1,8.210756
-3362.070073,1,8.226713
-1587.464249,4,8.280568
-3487.010099,3,8.315475
-3153.429824,1,8.329437
-1625.352169,1,8.342402
-1357.858795,1,8.356365
-6858.081458,1,8.372325
-2059.110802,1,8.386287
-3507.714735,1,8.399256
-1571.644268,1,8.412218
-1646.649294,1,8.426179
-1042.222218,1,8.439144
-1537.897275,1,8.45211
-4744.102601,2,8.47505
-4415.511001,1,8.490007
-1398.454596,2,8.512981
-1943.606138,1,8.527908
-3076.7-4693.200048,3,8.55-1063.8-5103.969002,2,8.57-1130.636897,2,8.589743
-5082.-3076.350503,3,8.629636
-4012.813599,2,8.655567
-5432.051587,1,8.66757
-2868.310858,1,8.680499
-3586.087901,2,8.7034-3596-1217.109953,1,8.7164-7048-3737.089399,2,8.7383-3739-5865.220688,1,8.7513-2663-2220.888692,2,8.7762-5098-3821.370493,2,8.8081-2676-5251.992383,1,8.8221-2097.355229,1,8.836084
-1510-3682.641004,1,8.849-1895.11272,1,8.861018
-1576.593642,1,8.876017
-2658.187887,2,8.899912
-2041.087113,1,8.915905
-1174.913684,2,8.938807
-2813.121927,2,8.960751
-2596.626598,2,8.986679
-1168.98183,1,8.999645
-4503.221908,1,9.012612
-2166.401701,2,9.033563
-6124.055503,3,9.06846
-4837.582193,2,9.09539
-3042.874529,1,9.110349
-6499.883064,2,9.136278
-1485.728981,1,9.152239
-5453.290367,2,9.174178
-1908.115795,1,9.186146
-3081.977543,1,9.201108
-3461.953397,2,9.228034
-1714.793201,1,9.241035
-1015.555648,1,9.259948
-3460.093189,2,9.286875
-2106.346104,2,9.308819
-2074.708535,1,9.320786
-1879.955906,1,9.336746
-1272.124467,1,9.350706
-1837.082644,2,9.370655
-2088.355144,1,9.383618
-1172.116762,1,9.39562
-3325.675193,2,9.421519
-1881.638456,1,9.435482
-2176.650357,1,9.448447
-1832.879995,3,9.487339
-2317.005359,1,9.503297
-3623.04,1,9.517262
-1928.753593,1,9.532222
-2285.31748,2,9.554161
-4924.906321,1,9.566129
-1003.308599,2,9.587073
-1821.383846,1,9.599041
-1954.180414,1,9.611009
-2099.72788,2,9.634946
-3996.007764,1,9.649907
-2345.853598,1,9.66287
-1430.326138,1,9.675836
-4162.612262,1,9.690798
-1567.66079,1,9.704759
-1888.869267,1,9.718721
-371-1403.682731,2,9.73368-451-1795.586942,2,9.7586-2372-3894.279097,1,9.7766-1712-1567.762218,2,9.80549
-2903.084705,2,9.832419
-1828.817942,1,9.847379
-2746.712585,1,9.861375
-3265.29339,1,9.874308
-2045.087738,1,9.888269
-6799.169475,1,9.90223
-3933.62738,1,9.914228
-3369.031276,1,9.927166
-2918.313138,1,9.940131
-5219.784118,2,9.961073-16-1499.376064,1,9.975035
-1100.286507,2,9.994981-50-1197.576456,1,10.00994-582-4285.01291,2,10.031885
-1012.494878,2,10.052827-38-4258.990961,2,10.075768
-1282.000795,3,10.11167
-4611.613822,1,10.126629
-1951.139454,1,10.139595
-5936.020229,1,10.15256
-1240.727653,2,10.175501
-2236.515687,3,10.208413
-1545.855891,1,10.225368
-1495.546677,2,10.24631
-2827.495628,1,10.261306
-5701.689569,2,10.286203
-1021.080548,4,10.331085
-1320.001888,2,10.355019
-1206.236023,1,10.367984
-1857.830031,1,10.381947
-1009.982193,1,10.394912
-2173.960078,2,10.420846
-1331.470705,2,10.443783
-1433.926927,1,10.458745
-1013.48825,1,10.471708
-1228.759629,1,10.484676
