#{"t_start": 1638263838.489813, "env_id": "PathColav3d-v0"}
r,l,t
-1896.269615,2,3.065611
-2789.220504,1,3.07359
-1666.025117,1,3.081569
--2214.481181,3,3.099519
-4693.467717,2,3.12146
-3978.100327,1,3.133429
-2327.049014,2,3.154372
-1522.629359,1,3.163349
-4907.122621,1,3.17432
-3345.591071,2,3.190277
-1022.480466,1,3.197258
-6319.886069,1,3.206234
-1166.196115,3,3.237152
-3251.157111,2,3.255103
-2198.079771,1,3.265076
-1746.828686,1,3.274062
-4892.436726,1,3.291007
-1184.626883,2,3.306965
-6055.130634,1,3.313947
-2379.13711,2,3.327911
-5047.397505,1,3.335887
-1945.50893,1,3.34587
-2734.776354,1,3.357828
-1506.991481,2,3.374783
-1538.332532,1,3.38675
-3055.98928,1,3.395733
-2766.662772,2,3.41368
-4054.54941,2,3.426646
-2384.455978,3,3.451578
-1260.334095,1,3.459555
-5804.915039,3,3.490474
-3834.538708,1,3.501443
-9345.708221,2,3.520393
-3059.667066,1,3.528378
-3715.071663,1,3.535356
-1734.088437,1,3.542335
-2518.901429,1,3.549317
-3085.10372,1,3.556298
-1504.960883,1,3.564277
-2442.699295,1,3.571258
-2191.879221,1,3.57824
-2331.012678,1,3.585221
-3971.487189,1,3.593199
-4736.599978,2,3.606165
-3111.135529,1,3.612149
-1855.098174,2,3.626112
-1628.403961,1,3.63409
-6547.399358,2,3.647055
-5739.494111,2,3.664009
-1694.576316,1,3.669993
-3526.110716,3,3.689941
-7557.105811,2,3.7049
-6873.76424,2,3.719861
-4211.063792,2,3.732825
-1091.567382,2,3.745792
-1501.880978,1,3.753783
-3666.209988,2,3.76873
-4038.066592,1,3.776709
-1882.206788,1,3.78369
-2119.289122,1,3.791669
-1017.546584,1,3.798649
-5158.088507,1,3.80563
-3920.242816,2,3.820592
-2601.302145,1,3.828571
-3005.62233,1,3.835552
-1409.043867,1,3.842533
-3632.919469,1,3.850512
-2063.109981,2,3.864475
-3923.253241,1,3.871456
-3375.109955,2,3.88442
