#{"t_start": 1638265799.8386497, "env_id": "PathColav3d-v0"}
r,l,t
-2223.10209,2,0.125666
-5113.718315,1,0.146609
-3645.308072,2,0.18053
-3107.996881,2,0.207446
-3347.1765,1,0.222406
-2338.939076,1,0.237366
-2072.089796,2,0.271275
-1740.488553,1,0.291233
-4074.363462,1,0.307181
-20-2270.584686,1,0.363029-7386.331265,2,0.367019
-5627.113292,1,0.395943
-63-1225.251814,2,0.439824-1561.427702,1,0.444813
-4293.776711,2,0.479718
-2612.459165,2,0.516619
-4652.160774,1,0.53757
-1921.330781,1,0.550529
-2728.591192,1,0.567482
-2426.430426,2,0.623335
-1199.886894,1,0.639297
-4938.385539,1,0.661232
-2687.911551,1,0.681206
-1912.146457,2,0.714098
-1138.477606,2,0.74102
-1379.332867,1,0.766949
-2688.008676,2,0.79687
-1574.934559,1,0.815818
-1221.405059,3,0.85272
-1715.893048,3,0.89361
-3480.933687,3,0.929516
-1090.540016,2,0.961431
-3548.777011,1,0.974395
-2190.094073,1,0.987359
-1231.520146,1,1.000324
-3934.243974,2,1.019274
-1479.238114,1,1.027252
-1586.645256,1,1.042217
-2266.813724,1,1.053207
-3126.841429,2,1.074127
-1210.978923,1,1.0841
-1506.493821,2,1.097066
-1255.825912,1,1.105044
-1780.885584,1,1.112025
-3916.621272,1,1.120004
-2236.072195,1,1.126986
-3111.927767,1,1.133969
-1082.835914,1,1.140948
-2069.770871,2,1.160895
-1966.318091,1,1.168874
-3310.54355,1,1.175856
-7200.025031,1,1.182836
-1758.761436,1,1.189817
-1018.370282,2,1.202784
-2408.655385,2,1.216747
-2055.270469,1,1.22672
-2528.505976,2,1.245668
-4122.204761,2,1.267611
-1730.381627,1,1.277616
-1297.939553,2,1.290548
-2448.116571,2,1.303515
-1993.792451,3,1.323459
-1988.228893,1,1.330441
-1005.404548,1,1.337423
-4592.505789,1,1.344404
-3164.264537,3,1.36834
-8577.485906,2,1.380309
-3523.408772,2,1.396266
-3679.755327,1,1.403248
-2622.564956,1,1.410228
-4082.361058,1,1.418206
-2703.58836,1,1.429183
-1775.347648,1,1.436158
-2636.304259,1,1.446131
-1041.221009,2,1.466078
-1130.362945,1,1.476052
-1107.253097,3,1.495998
-7094.346541,1,1.50298
-3509.332399,2,1.518938
-3237.145107,1,1.525919
-3765.928404,1,1.53689
-1180.396561,1,1.546865
-1482.52596,1,1.553843
-1631.082076,1,1.56681
-4283.113631,2,1.584761
-5458.692491,2,1.605705
-1035.161031,1,1.613684
-1685.851218,1,1.625653
-1198.143535,2,1.644601
-2272.501852,1,1.654574
-1867.204079,1,1.662554
-1342.250182,2,1.67851
-5279.93078,1,1.69347
-3216.72141,2,1.713417
-7182.726668,3,1.746331
-2756.074452,2,1.765278
-1272.618114,2,1.783231
-2485.929206,1,1.796196
-3721.171824,1,1.811157
-1504.95888,1,1.8321
-4624.451516,1,1.840078
-3710.252804,1,1.848056
-4013.861649,1,1.856035
-1237.530368,1,1.86202
-4450.472776,2,1.888947
-1963.386436,1,1.898922
-1531.922173,1,1.908895
-2362.570676,1,1.91787
-3533.009217,1,1.926846
-3702.815955,1,1.934825
-6231.460584,2,1.954772
-2821.538776,2,1.972723
-3532.474642,1,1.980701
-1599.488981,1,1.988681-13-1095.315666,1,1.994664-1493.747465,1,2.030569
-6730.730174,2,2.046526
-28-3644.393634,2,2.03755-1643.215663,4,2.100382
-1865.961317,1,2.117346
-1930.839637,1,2.12731
-3509.09403,1,2.13828
-2235-1400.510359,2,2.120-3287.237398,1,2.155235
-4645.386198,1,2.162216
-2161.034639,1,2.169197
-1089.-4686.909694,2,2.154-3924.868267,3,2.199117
-3636.609,1,2.210089
-1331.697-2589.142623,3,2.205102
-1928.19108,2,2.227044
-1827.731748,2,2.247987
-3900.275466,1,2.258958
-2504.629779,1,2.-3450.728-2874.64132,3,2.286883
-4148.610565,1,2.2-2115.30-2258.333924,1,2.3-1156.87-2200.990348,1,2.3-1009.93-1398.697604,2,2.324782
-3068.030549,1,2.331765
-2859.507169,1,2.3-1586.74-4193.144946,2,2.3-3749.317207,3,2.395592
-4107.912991,2,2.410553
-1281.876335,1,2.421523
-2897.592308,2,2.436482
-1528.404642,3,2.459422
-7200.002151,1,2.467401
-2171.245054,2,2.481363
-1447.646934,1,2.487346
-1939.181449,1,2.494329
-4505.319952,1,2.501309
-1596.663938,1,2.508291
-1620.842687,3,2.530232
-3995.663825,1,2.537213
-1979.830667,1,2.544194
-3320.813643,2,2.564142
-1206.720337,2,2.581096
-1485.211758,1,2.589074
-3150.722749,1,2.597054
-4193.612967,1,2.604034
-3384.681468,1,2.613011
-1268.291233,1,2.625976
-1169.785169,2,2.641932
-3114.668538,2,2.659885
-2948.504659,1,2.669858
-3623.112882,1,2.677838
-2780.153103,2,2.690803
-3576.931459,2,2.704764
-2642.836857,1,2.711779
-2457.696468,1,2.720724
-1467.145572,2,2.73668
-2077.571504,1,2.746653
-3440.000442,1,2.753634
-3796.789256,1,2.762611
-1593.539831,3,2.783554
-3985.770674,1,2.791533
-6271.922431,1,2.800508
-4032.280707,1,2.807491
-2898.455729,1,2.817466
-3649.007726,1,2.836414
-1077.254701,1,2.849378
-2507.002451,1,2.859351
-1037.531406,1,2.868329
-4327.039528,1,2.878301
-1439.331067,2,2.892263
-2179.046963,1,2.900243
-8799.516397,2,2.914206
-1936.046819,1,2.921218
-1091.045193,1,2.92717
-2241.376301,3,2.954099
-4034.612154,2,2.969091
-1508.57175,1,2.976045
-1971.919181,1,2.983021
-2440.034526,1,2.989005
-3330.854658,1,2.995986
-1722.585622,1,3.004963
-2331.641973,1,3.01294
-2865.66392,2,3.030895
-2309.536359,3,3.055826
-1193.400063,1,3.065799
-7689.319714,2,3.087756
-4444.471153,1,3.095721
-1473.177763,1,3.101703
-1944.535178,2,3.115666
-3079.692678,1,3.122647
-1351.98729,1,3.128631
-3623.049824,1,3.135613
-2679.813407,1,3.143591
-1082.133969,1,3.150573
-6575.503432,2,3.163538
-2789.919649,1,3.171517
-1238.005548,1,3.179495
--1555.848332,3,3.165533
-3463.319247,2,3.188472
-1580.791466,2,3.206424
-1009.790873,1,3.216396
-2404.502618,2,3.232354
-1162.784487,1,3.239336
-1853.046626,1,3.247314
-3523.595464,3,3.266265
-1809.834823,1,3.273246
-6250.440851,2,3.286211
-1324.15875,1,3.293191
-1403.684415,1,3.301172
-1572.35284,4,3.33209
-1993.407879,1,3.340067
-1273.156943,1,3.349042
-1342.518238,3,3.370983
-1685.824083,2,3.384946
-1615.455496,1,3.392927
-2526.623082,4,3.418857
-5185.615767,2,3.43182
-3638.748197,1,3.438837
-2607.374205,1,3.444786
-2191.320586,2,3.457751
-1294.575734,1,3.464734
-7263.549332,2,3.482685
-1096.906287,1,3.489669
-2205.005459,1,3.499639
-1537.226278,1,3.510619
-1493.806313,1,3.518589
-2958.861122,1,3.529561
-4392.444598,1,3.536546
-3034.957963,1,3.544552
-3623.183258,1,3.551502
-1529.04865,2,3.564468
-4177.487721,1,3.572452
-3722.219252,2,3.588435
-2975.814144,1,3.595383
-1588.342384,1,3.602367
-1752.862389,2,3.617324
-1151.376611,1,3.625303
-1160.263408,1,3.633315
-1910.638313,1,3.643256
-4291.52269,2,3.657224
-1963.553176,2,3.670183
-1022.764128,1,3.678162
-1064.558631,1,3.684146
-5062.067324,2,3.698108
-1888.483451,1,3.706088
-1361.093605,1,3.714066
-3775.803401,2,3.729026
-3513.941929,1,3.737004
-4609.163897,1,3.742-3395.-1628.052428,2,3.75-3066.4-3872.308263,1,3.76-2824.084121,1,3.808827
-2008.9-3959.480848,2,3.797845
-1879.325879,1,3.8-2169.95-3909.778606,1,3.-2902.299-3031.468193,2,3.-1837.867-1703.068456,1,3.-1718.338465,2,3.89957
-3579.272334,1,3.912536
-3907.106041,2,3.939462
-1232.713724,3,3.960407
-2667.147876,1,3.967389
-2700.032149,1,3.975367
-1078.487714,1,3.983346
-1097.193937,2,3.998306
-3920.968013,3,4.017254
-2400.447443,1,4.024235
-4692.483579,2,4.038198
-1972.291051,1,4.045179
-4354.838007,1,4.056151
-1399.091594,1,4.063133
-1764.226173,1,4.07111
-1733.704399,1,4.080087
-3627.975283,1,4.087068
-3408.586247,1,4.093051
-2412.531737,2,4.107014
-5474.253929,3,4.126961
-5053.60851,2,4.139926
-2500.200499,1,4.147905
-1937.796348,2,4.16087
-1067.331907,2,4.173836
-1050.934328,2,4.1868
-2870.459193,1,4.193782
-2023.160302,1,4.199766
-1710.051247,2,4.214726
-1425.110998,1,4.221708
-3823.574402,1,4.228689
-2781.081032,1,4.235673
-1857.781591,1,4.242651
-1964.780384,1,4.250633
-1423.537076,1,4.256614
-1409.74227,1,4.263595
-3628.817906,2,4.277558
-1202.76814,1,4.284539
-5763.782388,2,4.299499
-1768.526245,1,4.306482
-3779.025606,1,4.31446
-3620.984284,1,4.321442
-1567.950105,1,4.328422
-5186.91343,1,4.334406
-3730.693932,1,4.342385
-1972.14847,3,4.363329
-1117.666457,1,4.371308
-2258.236802,2,4.38527
-1363.885606,1,4.391253
-3107.180526,3,4.414195
-1108.979965,1,4.420176
-1278.408047,1,4.427158
-2315.804894,2,4.440123
-2935.237937,1,4.447104
-1310.11224,1,4.454086
-4626.852987,1,4.461067
-1780.505291,2,4.474032
-3750.003312,2,4.486002
-3868.887721,1,4.492982
-4433.648331,1,4.498966
-3012.041217,2,4.513927
-4755.528929,2,4.525894
-1410.331608,3,4.544844
-1117.066641,1,4.551825
-1132.341949,1,4.558806
-1652.913372,1,4.565788
-1118.869151,1,4.572769
-1132.237887,2,4.587729
-1405.256773,2,4.603686
-1162.223141,1,4.612664
-2598.429308,2,4.626625
