#{"t_start": 1635289402.7153132, "env_id": "PathColav3d-v0"}
r,l,t-31.564493,73,5.733032
-27.865224,72,13.765905
-25.597214,62,19.469387
-27.691704,70,24.87434
-27.060303,72,31.305957
-32.246773,69,39.00728
-29.343451,62,43.990489
-36.564579,67,48.361161
-26.464526,68,53.748577
-25.273216,72,59.825279
-36.132645,70,63.465051
-2-28.293167,76,69.492486-24.016255,74,77.287565
-2-35.291192,68,83.286134-33.671308,71,90.666349
-44.382232,74,97.399147
-45.824236,88,103.925154
-32.634808,69,108.990828
-39.000515,74,113.301183
-24.716492,73,119.403631
-42.501124,86,126.745694
-25.589808,64,131.373836--26.347509,61,137.414905--45.107233,88,145.553591--33.54137,65,150.911746
-27.087755,76,157.380075--28.915709,61,162.363285--32.009672,86,170.864526--38.070655,76,178.369117--44.303708,61,184.742651-3-23.252554,72,190.147648-3-26.661843,70,193.565316-3-35.393283,66,198.268867-2-25.068588,68,203.298952-2-34.76217,62,209.016338--41.891609,66,215.044998-2-30.862838,63,220.772974-23-49.13799,80,224.850109-2-26.596871,71,229.911619
-36.511787,63,234.301442-2-35.956637,67,240.034476-3-30.633677,78,247.751419
-32.807843,74,255.415324
-31.651568,69,262.116871
-26.3428,78,269.162068
-43.64008,69,271.848976
-36.149365,65,277.577848
-27.500052,65,281.764372-8-29.641731,62,288.125201-2-28.534325,80,296.95149-22.-22.745889,67,303.9967-34.3-26.879075,63,309.3704-39.1-26.711681,84,314.7816-52.1-41.607267,64,320.7802-32.-31.149917,67,327.500561
-22.950923,60,331.21844-27.-28.683362,69,337.88952-37.-28.121913,79,345.9531-4-24.634096,61,352.92018-32.-23.053447,74,360.68005-30-26.534736,64,366.709885-29-44.649495,70,374.051921-40-34.632127,63,380.467701-24-33.116725,62,385.825819-25-34.242073,70,391.902524-26-30.782896,62,398.232462-45-24.559422,74,404.060987-32-24.326237,60,408.37063-3-30.234782,68,416.427121-2-38.118316,82,422.535188-2-30.164063,69,427.565295-2-35.696041,75,434.938569-2-56.038127,85,443.719533-3-24.331632,73,448.749608-2-33.323906,69,454.48261--44.906528,90,462.956481--32.978232,60,467.611641
-30.111392,60,473.594616
-29.481078,70,480.022164
-26.993197,61,485.709283
-35.976175,60,491.364209-25.487904,72,496.409907
-29.848666,70,503.136733
-30.722879,68,510.166372
-49.164712,85,517.242841
-21.999451,67,523.393515--21.305834,71,528.832925--33.224876,78,536.549867--40.423098,85,542.736784--33.437755,61,549.125912-227.956101,140,559.415765--36.655357,69,564.133379--339.202441,80,571.912842
-47.105242,76,576.318059
-28.649097,75,583.836022
-27.652785,67,588.52242
-52.35564,99,597.444262
-28.53359,82,605.146865
-39.668983,84,612.629594
-26.255655,70,619.659573
-20.799478,67,624.021081
-22.217123,58,631.00379
-47.94618,73,639.376861
-32.201541,62,644.081399
-20.723046,68,651.754583
-26.134619,70,657.846905
