#{"t_start": 1638264113.195588, "env_id": "PathColav3d-v0"}
r,l,t
--1704.908081,1,2.731532-4888.634468,1,2.73511
-27-1810.989322,2,2.758458
-3946.515152,2,2.775413
-1754.691054,1,2.783391
-2080.02039,1,2.79137
-2693.731674,1,2.799349
-2892.444446,2,2.813312
-1669.038642,1,2.82129--2513.077707,3,2.842234
-4820.408036,2,2.858193
-1437.95201,1,2.866172
-3174.445472,1,2.873152--2767.374719,1,2.882127--3989.813689,1,2.890106--7089.324574,2,2.906065
-1236.328891,2,2.921024
-1260.964447,1,2.929003
-3997.40847,1,2.936984
-3789.694582,1,2.945957
-2026.440536,1,2.953935
-4212.68395,2,2.967897
-1261.599698,1,2.97488
-2486.095222,2,3.002806
-1953.127412,1,3.009787
-3225.624125,1,3.020791
-1859.670914,1,3.028769
-2021.79712,1,3.041721
-2467.844669,1,3.056661
-2807.067805,1,3.068641
-4386.958893,1,3.079601
-2232.173671,1,3.092565
-1817.030024,2,3.11351
-5437.775848,1,3.121487
-4984.859042,1,3.129466
-1136.86424,1,3.136447
-3388.084862,1,3.143429
-1024.136366,1,3.152405
-1478.396688,1,3.159386
-1285.749132,1,3.168362
-3733.31494,2,3.184319
-1534.872564,1,3.191301
-2842.315517,1,3.198282
-3451.865225,1,3.205263
-7142.296646,2,3.221221
-2345.140716,1,3.229214
-3692.192423,1,3.237178
-4600.049636,2,3.255131
-2340.773083,2,3.272084
-4894.695613,1,3.280066
-3997.173344,1,3.28904
-4935.463922,2,3.304009
-2782.156424,1,3.310981
-3425.036738,1,3.318959
-1554.81423,1,3.325941
-1370.839789,2,3.338906
-3155.629015,1,3.346885
-4157.953775,4,3.374809
-3651.888957,1,3.38279
-3098.49223,2,3.396758
-1834.445163,1,3.403732
-1615.992951,1,3.410714
-1216.53795,1,3.418709
-8030.578119,2,3.431658
-1786.3639,2,3.44662
-2213.269531,1,3.453599
-3171.182825,2,3.468559
-5882.799767,1,3.475543
-3868.32778,1,3.483519
-4613.472753,1,3.490501
-1869.057008,1,3.497482
-1438.014146,1,3.504463
-2036.831666,1,3.510446
-2075.130083,3,3.532388
-2642.504148,1,3.53937
-3470.711627,3,3.561311
-1889.703756,1,3.569289
-3052.707232,2,3.582254
-4112.181443,1,3.589236
-2022.790451,2,3.60619
-1022.151507,1,3.617162
-2581.735874,1,3.624142
-2424.335563,1,3.632122
-3739.868894,2,3.644089
-3428.868562,1,3.653065
-4539.047849,1,3.659049
-2472.316398,1,3.667028
-1188.506288,1,3.67401
-5465.335166,2,3.68897
-5131.272648,1,3.696948
-4112.791343,1,3.703929
-2103.065891,1,3.712907
-5932.574141,1,3.719887
-1388.030319,2,3.734847
-5863.182974,2,3.749806
-2767.39212,1,3.757786
-3590.889192,1,3.766761
-2477.396968,2,3.781723
-1394.712825,1,3.790697
-1257.227854,2,3.807652
-1089.40506,1,3.815631
-2166.951511,2,3.830591
-3924.575673,1,3.839567
-2501.62755,1,3.851535
-4062.373416,1,3.859513
-1971.349328,1,3.866494
-5081.146675,2,3.880461
-3755.542683,2,3.896423
-2526.780464,1,3.908414
-1052.086101,1,3.916361
-2004.922863,1,3.923343
-1972.164358,1,3.931321
-1247.944965,1,3.938302
-4251.294326,2,3.952266
-1614.946509,1,3.960243
-5814.093152,2,3.981189
-5722.197755,2,3.99515
-4470.975334,1,4.003129
-2877.502264,2,4.016094
-1742.342538,2,4.03305
-2626.236317,1,4.043022
-3357.32288,2,4.060975
-3451.385872,1,4.071945
-2277.295127,1,4.079929
-3335.588729,1,4.089899
-2048.128778,3,4.110841
-2667.773371,1,4.122809
-1441.884273,1,4.142756
-4930.355509,3,4.161705
-1965.902854,1,4.168689
-2872.576548,1,4.175669
-2817.545745,1,4.184645
-6444.052741,2,4.203593
-2674.18846,3,4.224536
-1894.056829,1,4.233514
-1782.730927,2,4.248473
-3639.365318,1,4.257449
-2198.159511,2,4.271412
-4199.395829,1,4.278393
-1547.439281,1,4.289365
-1852.477811,1,4.299343
-3736.987937,2,4.317291
-1433.460458,1,4.326265
-3561.948184,1,4.334244
-4276.838371,2,4.348206
-5631.264301,2,4.363203
-1795.490469,2,4.378126
-2584.491942,1,4.386105
-2519.711516,1,4.394084
-3772.774216,1,4.402062
-1828.561158,1,4.409044
-2097.454229,2,4.422008
-7200.982274,1,4.430984
-3070.536545,2,4.444947
-4464.135726,2,4.455918
-1228.192307,1,4.463896
-2657.292075,1,4.470879
-3124.077256,1,4.477863
-3779.80176,2,4.490824
-3673.947039,3,4.511768
-1716.981106,1,4.51875
-7078.877932,2,4.533709
-4607.269159,3,4.557646
-4949.973177,1,4.565625
-4620.57562,2,4.57859
-1510.338935,1,4.586569
-1671.157259,2,4.602531
-1700.371166,2,4.621476
-2119.55107,1,4.629459
-2794.434373,1,4.637432
-5151.550099,1,4.644415
-4109.083042,1,4.652394
-1143.200908,1,4.659375
-4403.820395,3,4.680318
-2009.433463,2,4.695279
-3224.932988,1,4.704256
-7711.33519,2,4.719214
-2342.412423,3,4.74119
-1332.840281,1,4.749134
-2587.138112,1,4.756116
-1895.597168,1,4.764094
-2397.748665,2,4.779054
-3617.804255,1,4.786035
-2599.96046,1,4.794014
-3437.669122,1,4.801992
-1330.65571,3,4.821939
-3967.420748,1,4.830915
-2538.083098,2,4.845875
-1304.577934,1,4.853853
-3569.840305,2,4.86682
-3659.362428,1,4.875796
-2268.16149,2,4.889757
-2170.392272,2,4.906713
-1144.020613,1,4.914691
-2259.971202,1,4.924664
-2801.54315,2,4.942617
-3816.931819,2,4.959604
-2722.970712,1,4.970541
-1550.560227,1,4.983509
-3649.975931,2,5.003453
-3657.402077,1,5.016419
-2799.740015,2,5.038377
-1795.503461,1,5.051328
-1196.177931,2,5.102193
-2214.782359,1,5.11715
-3623.450317,1,5.135107
-2649.469362,2,5.153053
-2193.108271,2,5.167016
-3762.041066,1,5.173997
-1691.609482,1,5.179984
-3217.099412,2,5.192946
-1188.93381,2,5.206909
-1225.398691,2,5.219875
-1929.533344,1,5.226855
-1779.775164,2,5.240818
-2351.864518,1,5.248797
-2907.453829,1,5.256777
-1213.807463,1,5.26376
-1001.398834,3,5.285698
-1776.326753,3,5.304648
-1923.848909,1,5.312626
-2645.377865,2,5.329583
-1544.455382,1,5.338557
-2193.475649,2,5.351523
-1176.957231,1,5.359503
-3984.296796,3,5.381443
-2133.073546,2,5.400393
-1438.495993,1,5.408402
-1615.816151,1,5.415352
-5083.238204,3,5.436297
-1634.58451,1,5.443278
-1178.948665,1,5.449263
-2708.834756,1,5.457241
-3741.850548,1,5.464222
-4559.619601,1,5.471204
-2659.331886,1,5.477188
-3990.269337,1,5.484169
-1037.14222,1,5.49115
-3623.255581,1,5.498134
-2232.267605,2,5.512094
-4102.869414,1,5.520073
-1896.89674,1,5.528051
-2556.786685,2,5.54301
-1677.490623,2,5.557971
-2665.622183,1,5.566946
-6027.994271,2,5.579915
-1988.928258,1,5.586893
-1870.419958,1,5.594905
-8306.802797,2,5.609832
-3123.483013,1,5.61781
-2833.917773,2,5.630775
-1553.326134,1,5.638755
-2478.882645,1,5.645736
-2873.062881,1,5.652718
-2245.238926,1,5.660696
-4633.166311,2,5.672663
-4235.264638,2,5.68862
-2408.230955,1,5.6976
-1465.386095,2,5.710562
-2512.131263,1,5.717543
-3924.203133,1,5.724524
-1232.309225,1,5.731507
-1876.803461,2,5.745468
-2672.564731,1,5.763424
-1566.193662,1,5.770401
-1904.441778,1,5.777383
-2968.363176,2,5.792343
-1989.308353,1,5.800322
-5594.289649,1,5.807304
-1909.019517,1,5.817277
-2464.5502,1,5.824258
-1526.818959,2,5.83822
-4191.0771,1,5.845202
-1059.456758,2,5.855877
-2162.574903,1,5.862826
-4897.56792,1,5.869806
-4468.31996,2,5.882772
-2824.835637,1,5.889753
-3852.250793,1,5.895737
-1439.096036,2,5.908702
-2691.697373,2,5.922665
-1405.27618,2,5.935663
-3400.67044,2,5.953843
-1538.289877,1,5.960645
-5284.059517,1,5.96859
-5532.683431,2,5.981471
-1891.700065,2,5.994267
-1591.137974,3,6.014674
-2754.01095,2,6.027641
-2554.959651,2,6.043014
-6288.113792,1,6.050995
-6259.937929,1,6.05825
-1758.011932,1,6.065235
-2407.06879,1,6.072215
-2022.99308,1,6.079197
-1009.79295,1,6.085817
-2944.966091,1,6.09304
