#{"t_start": 1638263307.187456, "env_id": "PathColav3d-v0"}
r,l,t
-4409.311444,1,5.599694
-1585.336552,2,5.656577
-4006.921107,2,5.673531
-2782.115521,2,5.697469
-1826.815396,2,5.720406
-4088.91681,2,5.737359
-1048.432849,1,5.746336
-1475.219075,1,5.753317
-3917.789886,1,5.759306
-1908.472374,3,5.783237
-1558.913551,1,5.791217
-2531.18478,2,5.806176
-2833.376257,2,5.820138
-1277.99666,2,5.833107
-1900.91724,2,5.851056
-3608.752843,2,5.866015
-1534.215568,1,5.875995
-1928.567153,1,5.88297
-5181.286023,5,5.919872
-2205.644841,1,5.928847
-1569.760305,2,5.943807
-2860.590486,1,5.952784
-4209.424047,1,5.960763
-2647.269047,1,5.967745
-2874.04158,2,5.981707
-2384.764606,1,5.987692
-4388.956158,1,5.995669
-1704.292786,1,6.003649
-2248.628592,1,6.011628
-1666.262677,1,6.018607
-4905.773981,2,6.035562
-1353.987703,1,6.043541
-2318.843281,1,6.050522
-2538.558827,4,6.075456
-1949.05531,2,6.089419
-2122.531886,1,6.098394
-4117.797542,1,6.104378
-2235.352436,1,6.113355
-4067.516499,1,6.118341
-2615.689673,1,6.12632
-2052.365088,3,6.148261
-1016.084493,2,6.165215
-5870.062518,1,6.176187
-3457.025032,1,6.183167
-4376.362838,1,6.191147
-4047.470575,2,6.205109
-1203.532399,1,6.213087
-1093.420245,2,6.226059
-2726.844976,1,6.234033
-4617.476569,1,6.24301
-1517.383893,1,6.250985
-2474.385422,1,6.261959
-4265.985025,1,6.27193
-1343.323926,3,6.296864
-3360.249358,1,6.302851
-2951.213791,1,6.311823
-2156.578454,1,6.318804
-3821.73123,3,6.339748
-1925.380928,1,6.349724
-4962.763369,1,6.360698
-2069.485993,1,6.372661
-2330.463342,1,6.381636
-3210.371945,1,6.389617
-1010.766096,1,6.397593
-3760.027132,2,6.415548
-7009.168887,2,6.435494
-1223.087131,1,6.444468
-4220.289449,1,6.45145
-1688.553499,1,6.459435
-5393.620609,1,6.465413
-2904.923467,1,6.472394
-1677.162716,1,6.480374
-1907.763001,1,6.487355
-2701.898674,1,6.494335
-1159.742624,1,6.502315
-1428.674481,2,6.520267
-1461.823696,2,6.53423
-1822.274496,1,6.544204
-4891.127572,1,6.551183
-4717.619002,1,6.560161
-4092.647625,1,6.567142
-3413.968165,1,6.574121
-3930.197983,2,6.589081
-1940.004325,2,6.605039
-1218.96483,2,6.617007
-3922.316347,1,6.622992
-1759.864868,2,6.638949
-4622.832886,1,6.647924
-2202.77726,2,6.664883
-4592.007334,2,6.680836
-3109.484793,1,6.689812
-2034.042148,1,6.698788
-3281.907691,1,6.707765
-3046.364911,2,6.726714
-3766.176772,1,6.733698
-5898.285121,2,6.748654
-4370.783521,2,6.763614
-2749.338632,1,6.773588
-2605.758619,1,6.783562
-2900.485679,2,6.799519
-5003.691982,2,6.814479
-1192.572417,1,6.822459
-1281.288181,1,6.831434
-5656.389174,1,6.838416
-1206.127752,1,6.85138
-4592.582463,3,6.876319
-4779.764864,1,6.884292
-1865.331024,2,6.89626
-2468.620893,1,6.904239
-3352.345883,1,6.911222
-2163.897785,2,6.928174
-1694.609174,1,6.935156
-3131.71608,1,6.944133
-3895.597546,1,6.952112
-2870.092662,2,6.966073
-1264.177089,1,6.974052
-2184.34229,2,6.988014
-2183.438447,2,7.003972
-4979.900212,3,7.0309
-2097.308651,1,7.037881
-3712.48764,2,7.050846
6818,3,6.939113
-8114.548934,2,6.954073
-3414.109703,2,6.969032
-2721.59298,1,6.975016
-4982.737637,2,6.988979
-1704.462112,1,7.001944
-1293.329403,1,7.009923
-3224.093973,1,7.017901
-2882.896597,1,7.024883
-1746.548938,2,7.037848
