#{"t_start": 1637492910.1231947, "env_id": "PathColav3d-v0"}
r,l,t
-5121.016611,2,6.917426--3067.723227,1,6.935373
-2619.313931,1,6.953324--1018.281174,1,6.979256--2053.842525,2,7.029127--2303.177565,1,7.061037-2400.746024,2,7.091953
-2407.589077,2,7.111899
-3152.432559,1,7.121873
-4691.073352,2,7.142817
-1507.830305,1,7.155782
-1102.188635,1,7.16576
-1754.979741,2,7.188694
-1284.860578,1,7.200662
-3699.565121,1,7.210635
-1694.434838,2,7.232579
-4822.214131,1,7.248535
-1099.303924,2,7.264491
-4247.766459,1,7.277458
-2552.874513,1,7.284438
-1556.214446,1,7.304385
-2594.001048,1,7.318348
-2683.164275,1,7.332313
-2984.277879,1,7.345281
-3771.183303,1,7.363229
-1515.327256,1,7.380184
-3379.866252,3,7.415092
-2119.516288,2,7.434039
-2517.193551,2,7.448001
-1531.133574,1,7.454984
-3295.930731,1,7.462962
-3103.006611,1,7.469943
-2058.722818,2,7.485903
-5788.975264,2,7.499864
-3591.484697,2,7.51682
-2727.541629,1,7.524797
-2470.00105,1,7.532777
-3750.068188,1,7.539758
-3023.320082,2,7.555716
-2357.485914,1,7.562697
-7535.089358,2,7.576658
-4564.954875,2,7.591618
-3812.324543,2,7.606581
-2246.226544,3,7.628521
-2704.050088,1,7.638495
-3491.707709,1,7.645475
-1718.711264,2,7.661433
-3373.219428,1,7.668414
-1735.253235,2,7.683379
-3449.998772,2,7.698334
-2102.843364,2,7.712296
-1043.26261,1,7.718279
-3086.356542,2,7.733241
-1187.281055,1,7.740222
-2161.352592,1,7.750194
-1769.286529,3,7.770141
-1763.942955,3,7.789091
-1982.780529,2,7.802056
-1840.927756,3,7.823002
-1057.169965,2,7.836962
-2081.02316,1,7.844941
-4022.588177,1,7.852919
-1024.229175,1,7.859901
-1065.410335,2,7.872866
-3125.459485,1,7.880845
-2623.585257,1,7.888825
-1932.649803,2,7.898973
-3824.917887,1,7.898973
-4104.172774,1,7.914596
-1299.872479,1,7.914596
-4272.924385,2,7.950283
-3578.637299,1,7.950283
-4436.464921,3,8.0049
-7058.32117,1,8.024911
-5449.974311,1,8.042857
-1505.29913,3,8.089996
-2018.465308,1,8.106984
-5624.077373,1,8.117831
-4040.580316,1,8.139754
-2741.385393,1,8.15275
-2199.05594,3,8.178861
-1589.489095,2,8.197337
-7272.020345,2,8.215291
-3241.630715,1,8.224266
-1198.611568,1,8.23025
-2441.388457,1,8.237232
-2897.613398,1,8.243217
-1634.681518,1,8.251194
-2055.200933,1,8.258175
-1959.085362,2,8.268149
-1623.564914,2,8.281112
-1985.786387,3,8.303056
-3692.126351,1,8.310037
-1215.730332,2,8.322006
-4896.334883,1,8.327989
-2142.013815,1,8.335968
-2220.318718,1,8.342949
-4605.752624,1,8.35395
-4489.670732,2,8.369877
-1541.959272,1,8.375892
-1207.897875,1,8.383838
-2439.788425,3,8.406778
-1979.545887,2,8.422735
-2363.109157,1,8.429717
-1460.399743,1,8.438692
-1474.919977,1,8.447711
-4185.212404,2,8.447711
-2056.30441,1,8.463349
-4694.66315,1,8.463349
-3534.720189,1,8.478956
-1668.610477,2,8.494579
-2260.234771,1,8.494579
-9460.299506,2,8.510198
-2954.627177,1,8.525818
-3695.643278,2,8.525818
-1073.251653,1,8.541442
-4731.444112,2,8.557062
-2260.466571,1,8.557062
-2023.689189,2,8.572684
-2492.667697,1,8.58834
-1304.843146,1,8.58834
-3709.226841,1,8.608916
-2705.231196,1,8.608916
-2760.700382,2,8.620618
-5145.377429,2,8.636241
-4271.670396,1,8.651862
-2638.082862,1,8.651862
-3315.403035,1,8.651862
-1475.819424,1,8.667484
-1365.48087,2,8.683105
-2700.185781,2,8.698726
-1498.084144,1,8.698726
-3165.848595,2,8.714348
-3096.343722,1,8.714348
