#{"t_start": 1637500348.246221, "env_id": "PathColav3d-v0"}
r,l,t
-10914.142358,7,9.60086
-17657.025541,2,9.614823
-15635.272803,7,9.66716
-10699.011838,3,9.692277
-10101.173196,5,9.735858
-15240.677233,3,9.754669
-12996.940521,3,9.776249
-12176.603841,4,9.804821
-11683.922072,7,9.855618
-11390.716586,3,9.872462
-14034.904,7,9.919738
-12596.801854,9,9.980113
-11167.994912,6,10.015915
-16423.484778,7,10.06279
-10078.89577,4,10.093713
-29027.017339,3,10.123729
-11650.860286,4,10.159874
-11426.890286,3,10.191785
-10155.601616,2,10.214726
-10785.56201,4,10.253816
-10274.071003,3,10.280745
-11878.978112,2,10.298697
-16901.815263,3,10.325857
-11257.32375,3,10.351696
-13825.088931,3,10.378884
-16673.22531,5,10.422733
-11815.506588,3,10.440955
-10692.890367,3,10.461572-1-15507.382469,4,10.484641
-16595.797692,3,10.502047-1-24964.396556,3,10.519999-1-20756.253715,2,10.532859-1-12708.628328,3,10.549813-17256.248826,3,10.570085
-1-20517.323942,5,10.600883-1-11285.563437,4,10.624128-14-21865.347471,3,10.642081-11-16137.712893,2,10.653949-10358.71482,4,10.679886
-12699.285704,3,10.700829
-13791.641288,7,10.744622
-17896.628103,7,10.790856
-10593.732143,3,10.809806
-10960.035183,7,10.854959
-12850.95628,2,10.867962
-11206.82344,7,10.902755
-10873.830629,7,10.942059
-16413.071082,3,10.961009
-12271.127746,4,10.985951
-10876.025097,3,11.004906
-16322.87701,4,11.030655
-19099.080044,3,11.052835
-14002.46444,2,11.066798
-12491.204367,3,11.088664
-13211.659416,3,11.111656
-11618.162899,6,11.153103
-22753.275562,3,11.1771
-10591.748223,4,11.206757
-10747.032733,2,11.220608
-16058.777482,3,11.241935
-17502.929332,3,11.263876
-12428.523595,8,11.305507
-16062.291346,7,11.348855
-16200.823094,6,11.385753
-16205.74615,2,11.398675
-15899.074026,3,11.416669
-18457.697823,3,11.435074
-13710.054604,5,11.463784
-10662.390483,9,11.516618
-13083.22857,6,11.553507
-15162.544484,2,11.568332
-13282.101872,5,11.598194
-10886.689659,4,11.622794
-14989.670438,6,11.65962
-22874.926202,3,11.679787
-19186.971731,3,11.698738
-11653.882666,2,11.711514
-11306.532722,3,11.732474
-12441.828574,8,11.786251
-11666.400894,4,11.811012
-12007.413764,7,11.853892
-15289.329944,3,11.875834
-11799.20353,6,11.911664
