#{"t_start": 1638264046.953172, "env_id": "PathColav3d-v0"}
r,l,t
-5832.095597,2,3.053133
-3462.130113,2,3.070087
-1556.248681,1,3.078067
-1293.660607,1,3.086046
--4242.862987,1,3.102998--3158.192249,1,3.109979-2042.77117,2,3.116962
-2-1547.729344,1,3.133923-2-1947.390481,1,3.1419
-2700.777356,2,3.155857
-1596.203142,1,3.163835
-1579.315913,1,3.171814
-2260.852588,2,3.175804
-3160.308307,2,3.190764
-1355.961133,1,3.198748
-2003.975181,2,3.213703
-1881.355672,1,3.221681
-4000.667176,1,3.228663
-5829.454256,1,3.236642
-11048.326273,2,3.253596
-3775.330589,2,3.266563
-3388.795616,1,3.273543
-3619.080681,1,3.282526
-2603.460627,2,3.296482
-3677.892907,1,3.304465
-1138.638483,1,3.312441
-1424.86108,2,3.3274
-2711.361168,1,3.334382
-1481.365912,2,3.34738
-2672.623836,1,3.355326
-4161.512838,1,3.363304
-1102.563159,1,3.371284
-5514.059894,2,3.386242
-2804.182928,1,3.396214
-1099.043794,2,3.412174
-7026.819121,1,3.421148
-3644.494636,1,3.427132
-7558.199933,2,3.444088
-1018.231837,1,3.452068
-2353.731887,1,3.459055
-3493.568812,1,3.467027
-4521.01222,1,3.474008
-2764.774917,2,3.48797
-2937.195145,1,3.49595
-3685.804001,1,3.503928
-2099.815009,1,3.51091
-5176.472455,1,3.517891
-1215.348955,2,3.532849
-5496.83035,2,3.546813
-1226.750856,2,3.560776
-2874.95262,1,3.56676
-2841.992035,2,3.59338
-3048.667773,1,3.600361
-1449.945741,2,3.616323
-2869.661053,2,3.629284
-3496.506702,1,3.640254
-1466.68487,2,3.655246
-3778.92784,4,3.682145
-6503.338711,3,3.705083
-4422.246761,1,3.712062
-1641.708447,3,3.735998
-4396.645252,2,3.749962
-2729.087012,1,3.757941
-1091.608684,2,3.771904
-3307.146855,1,3.779913
-3586.377119,2,3.792848
-1902.523905,3,3.813791
-2527.799852,2,3.825793
-2964.963627,1,3.834745
-1804.04304,1,3.842713
-1101.241379,1,3.850692
-3788.798849,1,3.857708
-3396.795062,1,3.866651
-1996.130009,1,3.875627
-3040.994656,3,3.894574
-3243.759124,1,3.905547
-2144.769279,1,3.912528
-1735.433254,1,3.919509
-3599.547715,1,3.927487
-2128.527075,1,3.936463
-2288.732104,1,3.943445
-3727.837497,1,3.960432
-3965.302965,2,3.97536
-1354.552088,1,3.983337
-4387.65447,1,3.990318
-3809.25216,1,3.996302
-3629.735641,1,4.004281
-2215.590886,1,4.011294
-2292.181236,1,4.018245
-1788.254731,1,4.026255
-1326.527286,1,4.033205
-2013.063079,1,4.040186
-2659.30938,1,4.047167
-1323.178411,1,4.055177
-2054.531064,1,4.062129
-1733.431151,2,4.076089
-2914.823483,1,4.084069
-4381.640867,2,4.098032
-4076.873071,1,4.106009
-3476.717265,1,4.11299
-1468.084109,1,4.120969
-5813.293507,1,4.12795
