#{"t_start": 1638265734.6156921, "env_id": "PathColav3d-v0"}
r,l,t-2585.822858,2,0.083737
-1230.807066,2,0.107673
-1220.664076,2,0.130613
-1259.585121,1,0.140585
-2416.334501,1,0.152554-3-4288.986618,1,0.162527-2251.125214,1,0.158512
-1604.240513,2,0.18145
-3-1009.877698,3,0.223364-4749.697758,2,0.219355
-53-4153.359894,2,0.255281-1792.86526,2,0.248272
-118-2080.222324,1,0.27223-312-3116.042984,1,0.28021-4211.127259,1,0.274201
-2-2957.195367,2,0.308136-1089.53148,3,0.308114
-20-6087.714839,2,0.34105
-1365.571875,3,0.364986
-1687.744162,1,0.373961
-3600.481013,1,0.382937
-2251.141757,3,0.409865
-3636.519348,2,0.437792
-1202.277277,1,0.445769
-1496.785117,1,0.45879
-5899.757321,2,0.476685
-1220.121665,2,0.492646
-6148.694496,2,0.503614
-4572.410817,2,0.51658
-2304.40629,3,0.545508
-1865.06775,1,0.55399
-2258.557206,1,0.562965
-1244.048356,2,0.57593
-2579.695188,2,0.590653
-1233.664019,1,0.597602
-2914.696144,1,0.605581
-3689.187862,1,0.612562
-1783.282729,1,0.619544
-2461.754339,1,0.626524
-1217.149775,1,0.634504
-7136.871121,2,0.649464
-1379.108,3,0.670408
-2055.267165,3,0.693353
-1653.397959,1,0.700328
-1263.857985,1,0.709306
-1126.919266,4,0.739226
-1547.165079,1,0.747206
-3918.561724,1,0.753186
-1990.150793,1,0.761164
-1304.332234,2,0.778136
-1370.201542,1,0.785101
-2066.065567,3,0.807042
-1522.108386,1,0.818013
-2245.316521,1,0.826011
-3207.71436,2,0.840955
-1529.188204,2,0.855913
-1824.558131,2,0.871872
-3581.940976,1,0.880848
-1644.011786,1,0.888631
-1232.594725,1,0.896613
-1456.294366,1,0.903594
-1152.167991,2,0.929528
-6484.294592,1,0.9385
-1018.563082,2,0.953494
-3693.549524,1,0.959445
-6912.52189,1,0.968421
-3279.528079,1,0.9764
-1764.095396,1,0.984378
-1027.104183,2,0.997344
-1905.601788,1,1.004325
-3670.358568,3,1.024272
-1577.549485,2,1.039232
-2721.900678,1,1.046213
-1567.58633,2,1.063169
-2064.524637,3,1.083115
-2443.034983,1,1.093086
-1037.439448,1,1.100069
-2234.947706,1,1.108047
-3691.967692,1,1.11503
-4389.830587,1,1.123007
-1215.779397,1,1.129989
-1668.326727,2,1.142954
-3511.157215,1,1.149934
-2932.796328,1,1.157913
-4438.18856,2,1.171878
-1497.479184,1,1.179854
-3619.652441,1,1.187835
-1661.660053,1,1.194814
-1959.081679,1,1.202795
-2029.248097,2,1.21576
-1052.143316,2,1.231716
-2138.272757,2,1.245679
-1108.192185,3,1.267619
-4620.048821,2,1.282579
-1844.137489,3,1.303523
-5715.301193,2,1.316489
-2001.193073,2,1.329454
-1215.333456,3,1.350398
-3448.751663,1,1.358377
-3627.169689,1,1.366355
-1235.324273,1,1.374334
-3213.144972,2,1.389294
-1036.903772,1,1.396276
-1979.406412,1,1.403258
-3183.858243,2,1.417252
-6056.648027,1,1.424235
-3881.10353,2,1.437202
-3173.538259,2,1.454121
-1799.154052,1,1.4621
-1180.274785,1,1.46908
-1932.906472,2,1.484073
-3496.281044,2,1.497007
