#{"t_start": 1638265815.3523138, "env_id": "PathColav3d-v0"}
r,l,t
-4260.022288,1,2.42167
-1260.32985,1,2.428652
-3331.444077,1,2.438625
-1969.432127,2,2.450593
-2605.415785,4,2.479516
-2669.091364,2,2.491484
-5392.388568,2,2.504449
-3256.588402,1,2.51143
-3375.67904,3,2.529382
-2483.294092,1,2.536363
-3476.925716,1,2.543344
-4634.251562,1,2.549329
-2179.734944,1,2.555314
-1366.377751,1,2.562295
-1316.260634,1,2.568279
-1152.822682,2,2.579249
-1878.221819,2,2.592215
-2889.895027,1,2.600194
-1454.4809,1,2.607176
-3941.951895,1,2.614157
-2074.744911,1,2.620141
-4622.957083,2,2.631112
-2834.745871,2,2.645074
-1240.351052,2,2.658039
-5274.03855,2,2.672033
-1892.825369,1,2.677023
-2593.731881,2,2.687959
-1525.137538,1,2.693944
-1045.844893,2,2.704914
-1403.1622,1,2.711895
-1890.530146,1,2.71788
-1260.981483,1,2.72486
-1626.446354,1,2.730844
-3841.031718,1,2.735831
-3424.045515,1,2.741814
-1887.316514,1,2.747797
-2536.297075,2,2.759766
-2428.873343,2,2.771734
-2218.668639,2,2.782705
-2139.142044,1,2.788689
-3613.984312,1,2.795671
-3587.388197,2,2.809667
-3687.25761,2,2.821633
-2930.003528,1,2.827586
-1865.35166,2,2.839584
-1165.710989,4,2.862493
-3164.877795,1,2.869505
-2694.256266,1,2.875458
-1372.107354,1,2.881442
-1760.675331,1,2.888423
-2458.332068,2,2.899394
-5122.77937,3,2.918344
-2707.754778,1,2.924327
-1036.147334,1,2.930311
-4852.598308,1,2.938289
-2111.842104,2,2.951286
-1988.244584,2,2.964221
-2971.244512,2,2.975224
-3964.593722,1,2.981207
-4623.527184,2,2.992176
-1399.453178,1,2.998163
-1531.841668,1,3.004148
-1615.745462,1,3.010128
-1884.285677,2,3.022099
-1824.516151,1,3.029078
-2767.396062,2,3.041013
-1395.283993,2,3.051984
-1041.115263,1,3.058967
-4424.416323,3,3.076919
-1509.286976,1,3.082904
-5163.087526,3,3.100885
-1018.203513,1,3.10687
-2007.288288,1,3.113821
-3514.137154,2,3.123794
-1084.693172,2,3.134764
-1572.867499,2,3.145735
-1207.10736,2,3.156705
-2395.685694,1,3.163687
-2896.326221,1,3.168674
-2417.609725,3,3.185628
-1807.733471,1,3.19261
-3839.061011,1,3.198594
-3762.246181,1,3.204578
-2398.654047,1,3.210562
-2726.379743,1,3.217543
-2542.495382,1,3.223527
-3499.209026,2,3.235495
-4703.858277,1,3.240482
-3698.940452,2,3.25248
-5649.652397,2,3.262453
-4511.381903,1,3.268436
-2259.837641,1,3.274424
-3498.971426,1,3.279408
-5862.139983,2,3.29138
-2767.977765,2,3.301352
-5090.435369,2,3.31229
-4011.692754,2,3.325255
-1685.074252,1,3.331251
-2442.26531,1,3.337223
-1277.35591,1,3.343207
-1926.896967,2,3.35717
-2458.38583,2,3.367143
-2230.200402,1,3.374125
-7200.0,1,3.380108
-2040.618038,1,3.38709
-3391.161214,1,3.394071
-1137.468703,1,3.400053
-2277.836495,2,3.412023
-3745.697433,1,3.418007
-1409.635869,2,3.429975
-2494.944106,1,3.438951
-2115.298844,1,3.444935
-2976.249208,1,3.451915
-1246.737837,2,3.463884
-2495.032242,1,3.469868
-1116.265676,1,3.475852
-2342.987835,1,3.481836
-1248.182074,1,3.48782
-2409.736957,1,3.493802
-1852.834292,1,3.499786
-3623.-1963.579174,2,3.510757
-2642.914288,3,3.527712
-2396.870231,1,3.532698
-3622.319573,1,3.538682
-6803.056949,2,3.549653
-5330.641328,1,-1295.47092-2072.330799,3,3.573589
-5848.658586,2,3.584559
-2493.180352,1,3.591541
-1350.118374,2,3.605506
-3638.286695,1,3.611489
-4934.936031,2,3.623456
-1198.830823,1,3.630439
-5395.227847,1,-2923.61296-2278.22464,1,3-3277.9332-2088.157677,3,3.662352
-1211.234492,1,3.669334
-1866.971307,1,3.675318
-3534.256622,1,3.6823
-2219.888761,1,3.689281
-1371.888308,2,3.700252
-6342.346413,2,3.711222
-4106.192403,1,3.717206
-2740.366604,1,3.72319
-1420.594139,-2137.905902,-3445.831704,-5131.334224,1,3.740145
