#{"t_start": 1638265781.5558858, "env_id": "PathColav3d-v0"}
r,l,t--1730.841954,1,2.85505
-3688.065713,1,2.863027-1873.643495,2,2.880952
-2926.852855,1,2.888932
-3066.443482,2,2.900901
-1936.508026,1,2.907881
-4248.706085,1,2.915862
-4297.310667,2,2.928825
-2509.969551,2,2.941791
-1194.455351,1,2.949769
-3427.317545,1,2.95675
-2651.709618,1,2.963732
-2746.40375,1,2.97171
-1525.024819,2,2.985673
-3768.222864,1,2.992654
-3893.72691,1,3.000636
-1598.62145,2,3.012628
-2577.65885,1,3.02058
-1058.725753,1,3.027559
-4820.040002,1,3.034542
-4156.276542,2,3.046545
-3581.478908,1,3.055487
-1815.530609,1,3.062467
-106-3577.782872,2,3.07546-19-1201.810945,1,3.08244
-1008.772594,1,3.098397-2482.185085,3,3.114329
-2438.835213,1,3.121342
-2971.338567,2,3.134275--1432.46598,1,3.143251
-1226.226116,2,3.155247
-2127.689006,3,3.17018
-3701.532018,2,3.185139
-2951.997323,1,3.192121
--1228.365338,2,3.204116--3728.617787,1,3.213091
-3310.121196,1,3.220073
-3622.919463,1,3.227054
-5518.806565,2,3.239023
-3694.398305,1,3.247001
-2167.002641,1,3.252987--6448.424746,2,3.266948--7200.0,1,3.274926
-309-2042.91795,2,3.28387-383-1774.038264,2,3.29683-380-1706.107837,1,3.30482-376-1228.942706,1,3.3118
-2137.413235,2,3.32676
-3736.634125,1,3.335742
-3606.75866,1,3.342719
-1750.492101,1,3.350697-24-1521.07151,3,3.369648
-3301.302131,1,3.376629-15-1374.695891,2,3.389635
-4858.865814,2,3.402557
-2943.754264,1,3.410536
-7401.509709,2,3.423501
-1333.68388,2,3.437464
-3299.027912,1,3.445444
-1631.111903,1,3.453424
-2756.289986,1,3.460404
-4682.326957,1,3.467386
-5090.700725,1,3.47437
-4066.704948,1,3.482345
-2269.694747,2,3.495309
-2058.827379,2,3.509272
-1792.617206,1,3.516253
-5167.190269,1,3.523234
-1290.802917,2,3.539193
-4383.199144,2,3.555153
-5112.554891,1,3.562165
-4909.665263,2,-4060.72291-2550.210265,1,-4044.20996-3923.640603,2,-1993.84711-3333.282116,1,3.605018
-2290.014796,1-1884.968133,2,3.619006
-1589.164298-1834.486125,1-3653.618442-1277.944215,1-2042.374004,1,3.63995
-1122.865035,-2940.59953,1-3963.904404,1,3.653787
-2478.091174,1,3.660769
-3052.206176-2367.539999,1-2165.878907,1,3.6743
-4745.171388,2,3.686162
-2320.711101,-8558.233935,-2982.500916,-2354.248935,2,3.71305
-1918.660092-3448.016439,2-1038.416645-1067.932328,1,3.73183
-3893.864027,3,3.752774
-1191.519876,1,3.758759
-4092.914895,1,3.76574
-3034.605824,1,3.772982
-6050.467878,2,3.784642
-2733.638249,1,3.791404
-3184.679761,1,3.798387
-5171.072067,1,3.805369
-4967.834662,1,3.811371
-4173.432737,1-6742.532474-1918.266778,2-6241.506444,3,3.848549
-2039.704626,1,3.85565
-1123.702985,2,3.868834
-3656.067186,3,3.886822
-2416.56139,1,3.894783
-3917.62235,1,3.902751
-1025.201657,1,3.911727
-3491.337505,2,3.924688
-3970.670024,1,3.931671
-1443.860666,2,3.943638
-3529.887557,2,3.9576
-3105.555027,2,3.970564
-2131.102871,1,3.977545
-1833.395798,1,3.987519
-2797.985512,2,4.006471
-2537.339418,1,4.012452
-4005.898161,1,4.019433
-1432.013111,2,4.034393
-2529.11317,1,4.042374
-1705.943601,2,4.059327
-3439.134763,2,4.071297
-2583.004464,1,4.077279
-1063.622113,1,4.084261
-2982.976019,1,4.091242
-3497.115177,2,4.102211
-1302.87745,1,4.109193
-1752.320123,1,4.116175
-6217.660817,2,4.127145
-2206.144378,1,4.134126
-4302.499639,2,4.147092
-3443.074787,1,4.154074
-6486.153887,2,4.167039
-3283.783892,1,4.174023
-1981.003061,1,4.181001
-1827.876383,1,4.187984
-2189.255053,1,4.194965
-2980.425898,2,4.207929
-6236.611317,2,4.220894
-1831.529744,1,4.226878
-4136.861101,1,4.233859
-1533.760878,2,4.245828
-2090.464367,1,4.252895
-1924.511213,2,4.265859
-1717.304512,1,4.272872
-1850.256174,1,4.278858
-3754.989148,1,4.285847
-2953.97-1779.769257,3,4.304816
-4096.431123,1,4.310798
-3346.65991,2,4.32176
-4937.886642,1,4.328719
-2062.240626,1,4.33-4401.9-1180.415521,1,4.34-2110.0-1443.175345,1,4.34-3623.034791,1,4.356617
-3232.469428,1,4.3626
-2718.185-3597.690484,2,4.-1335.117-1346.117444,2,4.388559
-5692.319961,1,4.395574
-10208.532461,2,4.406509
-4255.019354,1,4.413527
-2100.320896,1,4.420504
-2138.945597,1,4.427454
-4156.35388,2,4.440453
-2534.92027,1,4.448457
-2416.679036,1,4.455282
-3845.227213,1,4.462266
-2807.243351,2,4.-1640.310923,4,4.497898
-2905.154673,1,4.510843
-2590.841047,2,4.545741
-2555.277945,1,4.570694
-4210.753161,1,4.60068
-1961.888356,1,4.622452
-6145.9147,1,4.637757
-1356.409882,1,4.658748
-1065.792579,1,4.666713
-1364.6-2097.931069,2,4.6-1514.249062,2,4.691645
-2515.842848,1,4.700622
-11574.590154,3,4.723564
-4685.51876,3,4.746499
-4498.180928,1,4.754512
-1633.53354,1,4.762491
-1269.510523,1,4.770435
-1950.728503,1,4.779419
-1741.039986,2,4.795368
-4722.235701,1,4.803382
-8213.483522,2,4.819304
-3780.573994,1,4.83227
-1514.371557,1,4.842243
-4158.001325,1,4.849228
-3775.261566,1,4.858232
-5622.199158,1,4.86618
-1742.106842,1,4.874157
-4479.780381,2,4.88913
-2539.101737,1,4.897099
-1216.571-1419.965109,1,4.-1753.457583,1,4.91405
-3106.507846,1,4.923027
-6012.216054,2,4.939983
-6737.676189,2,4.955973
-4547.814231,1,4.964925
-1534.938677,1,4.9739
-5908.042961,2,4.988853
-9626.206368,2,5.004809
-7043.839421,1,5.012823
-4449.573785,1,5.022761
-1537.371434,1,5.03074
-2506.945556,1,5.037746
-1846.483185,2,5.050211
-3383.712511,2,5.063178
-2332.406331,2,5.077142
-2755.922399,1,5.083127
-1905.107856,1,5.091135
-3343.378576,1,5.098086
-6232.383191,2,5.11105
-3012.951958,1,5.118034
-2678.731036,1,5.125016
-2114.579296,2,5.137979
-5224.710625,2,5.150978
-1311.255773,3,5.170892
-7460.514272,2,5.183857
-1255.878968,1,5.189841
-2890.911909,1,5.196822
-8625.19886,2,5.208841
-1235.612527,1,5.215822
-2530.808748,2,5.228787
-4121.667587,2,5.241752
-1181.860735,1,5.248733
-2605.747675,1,5.255746
-1452.34751,1,5.262803
-3042.864524,2,5.276798
-1804.743385,1,5.283775
-3661.087202,1,5.290757
-2429.617303,1,5.297714
-4399.022717,1,5.304695
-3543.017166,2,5.316218
-3335.319178,2,5.329157
-2689.146065,2,5.342821
-2732.317541,2,5.355791
-3626.201521,1,5.362772
-3228.420903,1,5.368756
-2003.544584,1,5.376626
-4765.037081,1,5.383648
-2064.40425,1,5.38963
-1283.076114,2,5.403558
-2660.103198,3,5.427066
-5318.134548,1,5.435044
-3070.221387,1,5.442027
-3036.874087,2,5.455989
-2860.03062,2,5.469951
-2994.773286,1,5.476933
-3239.229334,2,5.490894
-1313.254142,1,5.498874
-3769.653678,2,5.512837
-1045.157719,2,5.531798
-6672.094212,2,5.584251
-2210.58908,1,5.597833
-1338.907995,2,5.644141
-5946.482289,1,5.671993
-1216.100589,1,5.691535
-1068.889791,1,5.709988
-3550.911158,1,5.725952
-1065.92775,2,5.775556
-2636.833023,2,5.815594
-2373.387327,1,5.854369
-2737.352452,1,5.870879
-3010.22657,2,5.945087
-3345.56232,1,5.972007
-6737.247762,1,5.999547
-3490.407894,1,6.021581
-1290.274918,1,6.044923
-1231.890015,1,6.068111
-1252.55431,1,6.076804
-2056.827887,1,6.084506
-3446.044204,1,6.099784
-3109.33583,2,6.121672
-3180.932297,1,6.130608
-1936.98885,1,6.138587
-3662.783546,1,6.146598
-3004.193818,3,6.169504
-5422.104224,2,6.183467
-2357.412312,2,6.201424
-2269.403836,2,6.218372
-3627.543455,1,6.226353
-3600.580294,1,6.234333
-2322.64113,1,6.247301
-1400.959211,1,6.27291
-1822.434996,1,6.288477
-1092.675201,2,6.35931
-2278.85817,2,6.378632
-1050.235996,1,6.385198
-1151.953283,2,6.398919
-1043.39322,1,6.405514
-1162.310441,2,6.419568
-1571.3101,1,6.427547
-1256.733706,1,6.434561
-4211.220807,1,6.441508
-3700.325451,1,6.448532
-4893.079097,1,6.454508
-4114.174069,2,6.469434
-1779.21899,1,6.476414
-1992.022743,1,6.486389
-7665.083711,2,6.503344
-5028.558265,2,6.519333
-1904.676387,1,6.529274
-2187.346473,1,6.537253
-1141.459681,3,6.56019
-5949.896285,2,6.577149
-4071.345307,1,6.586159
-1150.60553,2,6.600107
-1940.829618,2,6.612052
-3772.104265,1,6.619059
-3187.12666,1,6.625042
-3096.323331,1,6.632028
-1112.752098,1,6.638875
-2064.209028,2,6.653872
-3358.640194,2,6.668798
-1654.610025,1,6.678771
-4385.789384,2,6.711683
-4179.763751,2,6.733624
-3999.142755,1,6.740604
-3364.050552,1,6.750581
-2025.524693,1,6.759558
-2621.244938,1,6.766535
-2160.872104,2,6.790472
-1660.94468,2,6.808424
-1407.043717,1,6.816404
-5612.609237,1,6.826381
-1320.059484,2,6.84732
-1108.65575,3,6.883224
-3785.924205,3,6.907159
-5133.069238,1,6.918131
-1834.299107,2,6.940071
-3275.433885,2,6.959022
-1683.236875,1,6.967997
-1666.686951,1,6.976972
-3552.755101,1,6.987962
-5334.972229,2,7.007893
-3204.381972,1,7.016866
-1182.372445,1,7.024845
-2048.334292,1,7.032824
-4085.314138,1,7.039804
-4790.591264,1,7.045789
-3843.778168,2,7.058755
-1713.672105,2,7.072716
-4666.88032,1,7.079699
-1032.957567,1,7.08668
-2442.474553,1,7.09366
-1091.031072,1,7.100641
-1669.065777,1,7.108622
-1199.523051,2,7.121587
-2161.18958,1,7.129564
-3971.339976,2,7.140536
-1556.297362,1,7.148515
-7813.965552,2,7.16148
-1696.839232,2,7.176439
-2019.518042,3,7.193393
-2661.380421,2,7.207357
-7062.999451,1,7.214338
-1794.791242,2,7.228301
-1095.430582,2,7.239272
-3694.596709,1,7.246257
-6425.861864,1,7.254231
-1184.492858,2,7.269192
-1049.162682,2,7.281159
-4136.273137,1,7.288141
-1570.435957,1,7.295125
-2068.501772,2,7.308087
-3518.351146,2,7.320057
-2443.182795,1,7.32604
-3114.546622,1,7.333023
-1628.547097,2,7.344989
-1123.703795,1,7.35197
-4207.526082,1,7.357954
-3435.118729,1,7.363938
-1849.55369,1,7.369922
-3156.084453,1,7.375906
-3794.986017,1,7.381896
-1167.728815,1,7.387874
-4119.774201,2,7.399874
-1200.462224,1,7.405857
-3281.324004,1,7.412806
-3610.797856,1,7.418823
-3048.082706,1,7.42677
-2941.84648,1,7.432754
-4212.077721,1,7.440735
-4421.368909,1,7.448712-4097.523761,4,7.454721
-4786.22635,3,7.475665
-1640.997563,2,7.487668
-2679.141207,1,7.49365
-6291.623638,2,7.505586
-1340.269147,2,7.517554
