#{"t_start": 1635255499.637759, "env_id": "PathColav3d-v0"}
r,l,t
-47120.352671,1001,10.527743-77336.395581,1001,15.259613
-6-41290.193644,1001,21.118286
-257730.649698,1001,28.074492
-664.466002,179,29.141288
-1150.961323,173,30.206-3965.-123087.021196,1001,37.-52746.75-55356.054403,1001,44.-55592.31-22827.510371,1001,51.932634
-19687.589824,477,56.361474
-37139.165943,989,64.586372
-27783.20655,1001,73.28853
-24496.667568,1001,82.561104
-14061.875611,1001,90.072131
-3762.24685,858,95.938928
-1887.500438,557,100.821227
-669.182982,301,102.769529
-1464.028295,980,110.233773
-1374.52605,611,114.751558
-597.041837,336,116.854683
-1050.887597,507,121.096828
-388.797414,291,122.770535
-158.109379,134,123.581267
-225.241158,250,125.289642
-378.545002,231,126.891069
-1024.226564,1001,135.109114
-110.269613,111,136.651786
-518.260434,537,139.819697
-482.970955,623,144.340745
-821.583727,891,150.389016
-341.483766,346,152.695443
-108.889433,106,153.306561
-348.937294,352,-972.282239,-541.941515,615,15-964.304426,1001,164.611208
-472.146-893.353682,1001,168.-1049.71978,967,174.068973
-854.272577,1001,181.382172
-384.55372,392,184.02488
-343.478294,371,187.755737
-93.100682,121,188.494196
-333.000894,327,190.695359
-852.470265,1001,198.504066
-406.305924,381,200.852818
-417.319937,485,204.524462
-48.439218,75,204.962647
-972.392013,1001,212.541502
-299.046007,334,214.562267
-191.638269,188,215.710351
-599.414138,573,220.087761
-202.558939,200,221.243524
-895.590216,1001,229.084624
-320.698541,331,231.699603
-262.494213,285,234.433635
-872.736569,1001,242.113221
-730.56695,1001,251.359551
-409.252124,488,254.703438
-192.415971,177,255.714637
-474.511533,597,260.022538
-873.056301,987,266.890346
-217.202667,212,268.157668
-136.452289,139,268.980435
-101.958614,101,269.574712
-812.80706,911,275.912664
-186.432194,251,277.475593
-155.209687,171,279.269639
-64.16468,8-641.917506,1001,287.064413
-261.758713,388,289.604623
-99.476089,104,290.31655
-442.422616,564,295.249295
-213.659683,230,296.745852
-87.59089,92,297.27272
-186.077888,224,298.643286
-203.702583,280,300.664067
-91.761897,94,301.399679
-352.484186,506,305.105714
-222.985051,306,306.983147
-158.586129,288,309.468587
-277.724665,456,312.199861
-113.936703,116,312.935856
-317.361091,473,317.257645
-92.544433,120,318.144488
-675.535057,1001,325.737595
-136.581936,132,326.65418
-576.993673,1001,333.557593
-216.377046,312,335.480613
-166.311437,244,337.001436
-139.633685,140,337.836687
-74.626508,85,339.063869
-126.446561,126,339.785086
-222.807696,253,341.283845
-610.767318,911,347.94802
-479.00138,799,354.111685
-163.825446,226,355.720364
-730.952603,887,363.540102
-73.742789,99,364.21032
-53.036355,77,364.698835
-224.053169,265,366.452621
-47.632158,78,367.089544
-93.893015,97,367.708277
-50.816903,76,368.167533
-812.176811,1001,375.935555
-56.518545,84,376.533146
-143.331916,156,378.590505
-716.367237,1001,386.428559
-59.583828,80,386.995559
-67.785227,90,387.54546
-134.760993,156,388.50284
-288.603728,453,391.325633
-683.363202,1001,398.443837
-312.309494,422,401.931229
-58.549794,97,402.551589
-456.432116,692,407.502282
-183.194231,252,409.731657
-339.300387,391,412.172566
-659.459493,1001,419.423478
-119.20852,147,420.319917
-51.532244,81,420.831644
-258.91542,284,423.31159
-88.96923,101,424.04087
-111.097318,127,424.945721
-169.161664,123,425.784002
-72.828808,97,426.386653
-206.08524,284,428.473183
-621.565742,937,435.751699
-692.679836,1001,443.182527
-345.003369,527,447.659857
-113.079074,149,448.675503
-57.703449,78,449.153559
-94.916223,108,449.872591
-65.924646,82,450.377137
-76.456204,88,450.928379
-276.105743,512,455.059302
-68.221214,89,455.593753
-145.247975,175,456.732773
-83.38148,96,457.366547
-467.388871,732,463.526436
-66.177831,91,464.118574
-285.363965,516,468.06532
-309.404409,446,472.387094
-101.461146,110,473.082545
-55.56164,87,473.724805
-52.667643,80,474.280991
-83.662502,102,475.076097
-97.855223,116,475.894759
-113.169082,131,476.991018
-92.23923,117,477.790665
-235.957324,312,480.803789
-51.622625,83,481.402559
-47.352191,78,481.978689
-54.-529.405941,1001,487.084472
-84.395636,95,487.649542
-598.31883,1001,494.929496
-64.758127,91,495.504124
-96.428048,100,496.284045
-120.484609,123,497.051788
-681.019885,1001,504.470895
-100.904785,107,505.109574
-56.902356,85,505.614471
-143.719168,210,506.874774
-46.058852,79,507.328702
-89.286428,120,508.006843
-56.222646,80,509.216089
-120.755928,125,509.93306
-85.99441,97,510.478217
-84.906454,117,511.256498
-52.518796,85,511.730116
-598.082785,1001,519.066549
-197.026341,306,520.94864
-99.496399,122,521.705361
-71.279932,88,522.260663
-73.209713,111,523.735221
-62.198576,93,524.331895
-653.855514,1001,531.666497
-71.620565,94,532.264363
-67.646213,89,532.887075
-68.372051,92,533.465238
-396.585027,782,539.868104
-86.399124,83,540.362543
-71.827783,97,540.90155
-131.975198,128,541.615669
-115.99846,118,542.267233
-256.035561,320,544.225415
-107.685069,127,545.75082
-67.134506,95,546.358678
-99.300581,98,551.340851
-118.290033,133,552.179071
-129.774221,217,5-712.141779,-164.67358,198,554.715157
-75.365995,93,555.267458
-46.540395,82,555.-511.41186,1001,562.102878
-45.985769,83,562.702499
-113.282328,146,563.868685
-116.163899,135,565.853501
-72.820297,94,566.508634
-719.885974,1001,574.992497
-621.173939,1001,582.131624
-40.308063,78,582.653745
-50.929715,96,583.276349
-193.527924,268,584.968614
-96.612914,116,585.639918
-117.796677,125,586.374032
-40.175023,76,586.823983
-47.645934,78,587.275602
-56.495241,84,588.516327
-55.730719,90,589.02891
-64.732149,89,589.531677
-50.159424,80,589.99824
-73.038343,95,590.527374
-112.12705,127,591.234058
-41.383143,79,591.715118
-129.606158,193,592.908546
