#{"t_start": 1638264989.12328, "env_id": "PathColav3d-v0"}
r,l,t
-3593.18492,2,3.132765
-10-3104.208593,3,3.146731-47-1782.587592,2,3.159694
-3261.968402,1,3.167674-31-2110.872342,1,3.174654-3770.625327,1,3.180637
-1394.364052,1,3.188616--6829.691125,2,3.201613--1629.089426,1,3.208562--1150.564112,1,3.216542--1713.124089,3,3.237487
-1063.410071,1,3.244467
-1612.120684,1,3.252445
-2798.234791,1,3.258429
-4347.166307,3,3.278377
-3136.723773,1,3.287358
-2468.953795,3,3.3073
-1029.302131,2,3.320263
-1855.418738,1,3.327245
-1681.247998,1,3.335224
-2298.920073,2,3.358163
-1149.096007,1,3.365145
-6095.488254,2,3.379107
-4967.752304,3,3.40803
-2960.649809,2,3.422994
-1560.09397,1,3.430967
-1479.564356,1,3.439945
-2933.009714,1,3.447924
-4801.581855,2,3.462885
-1892.011726,2,3.475849
-1206.386839,2,3.490809
-3040.217676,1,3.499787
-2532.918943,1,3.506766
-2076.371144,2,3.521724
-5156.651897,2,3.53469
-3071.86844,1,3.542668
-3681.452205,1,3.551646
-3043.057255,1,3.558635
-3781.626501,2,3.570595
-1771.033542,1,3.576578
-1419.353352,2,3.592536
-3927.13096,1,3.600548
-3856.288624,1,3.606499
-4406.383971,1,3.611485
-6297.868866,1,3.618466
-1250.635882,1,3.625447
-2171.810404,2,3.637415
-3077.187648,1,3.645434
-2288.12513,1,3.652375
-1141.295586,1,3.659357
-3896.719769,1,3.666338
-1992.285073,1,3.672322
-2182.378418,1,3.678306
-1914.914051,2,3.69227
-3793.351046,1,3.699257
-1234.44915,1,3.705235
-3978.73995,1,3.711219
-4067.523275,1,3.7182
-2341.64732,2,3.730167
-3147.438764,2,3.742135
-1071.922042,1,3.748124
-1542.267281,1,3.754104
-1570.07173,1,3.761085
-3633.754911,1,3.767068
-3249.035412,1,3.77405
-2411.765249,3,3.792999
-2855.437374,2,3.804967
-2911.414931,1,3.811948
-6695.311569,3,3.829903
-1360.726259,1,3.836882
-4049.199728,1,3.843864
-3657.75093,1,3.849847
-2577.900206,1,3.855831
-1034.4889,1,3.861815
-3044.331066,2,3.875778
-8042.249324,2,3.887746
-4548.58938,1,3.894728
-2020.428423,1,3.900712
-6720.012052,2,3.911686
-4409.451977,2,3.925644
-1059.391684,1,3.932627
-1780.329941,3,3.953571
-5055.932549,1,3.959554
-1637.902304,1,3.965539
-2877.058674,1,3.971521
-2346.322742,1,3.97754
-2460.704222,1,3.984489
-2679.650172,3,4.000446
-3476.447016,2,4.013411
-1050.12829,1,4.02139
-1667.770778,2,4.033365
-2535.314213,4,4.059287
-3285.045892,2,4.070257
-1011.092407,1,4.076241
-1480.836251,1,4.083255
-3667.907062,1,4.089242
-2948.501892,1,4.09619
-1413.74472,4,4.125111
-1062.106796,1,4.132094
-3738.828754,1,4.138076
-1392.461128,1,4.14406
-2898.244206,2,4.157026
-2405.006587,2,4.168994
-3518.0955,2,4.18
-2536.126453,1,4.187943
-2444.703998,1,4.194925
-1419.44054,1,4.201906
-3688.678224,1,4.208886
-4333.820977,1,4.215871
-1964.227829,1,4.222851
-3453.285168,1,4.228835
-1005.952725,2,4.245792
-3021.437908,1,4.253768
-3242.556842,1,4.26075
-2918.325081,2,4.273715
-1466.065455,3,4.292663
-1709.523506,1,4.299645
-3811.094163,1,4.307623
-5994.815663,1,4.315609
-1687.152366,1,4.321585
-1216.901996,1,4.32757
-5023.775452,2,4.340536
-1385.172673,1,4.347518
-1253.20023,1,4.354498
-1733.273935,3,4.372449
-1921.608424,1,4.380429
-1399.600246,2,4.393395
-2552.444483,5,4.426305
-3475.946837,2,4.438306
-4502.051774,2,4.451238
-1279.108032,2,4.463206
-3566.489278,1,4.471188
-1065.567004,2,4.482158
-2874.93236,1,4.490136
-6776.510143,2,4.503133
-2302.105655,2,4.515069
-3794.597177,3,4.536012
-1441.205255,2,4.550978
-3337.055866,1,4.557953
-2461.057649,2,4.573912
-3831.563198,2,4.587873
-2898.360011,1,4.594855
-5050.494944,1,4.602833
-3371.090044,1,4.609843
-7947.706075,3,4.631758
-3504.404369,3,4.649708
-2827.716942,1,4.655693
-3136.49193,1,4.662674
-2224.328439,1,4.670654
-1116.634197,1,4.677635
-2734.495176,2,4.691597
-2185.15467,2,4.705559
-1400.879784,1,4.712539
-1502.614947,2,4.724547
-1442.410967,3,4.745453
-1712.275718,2,4.758418
-5008.755513,1,4.765401
-3910.809014,1,4.772381
-3685.44631,1,4.779363
-4226.78561,2,4.793324
-1747.927035,2,4.808283
-1017.328266,1,4.816263
-1133.31665,1,4.822246
-2390.006776,1,4.828264
-3605.523971,2,4.842194
-3645.288027,1,4.849178
-1012.564354,3,4.868157
-3439.422282,1,4.875105
-2158.902618,1,4.881088
-3132.76174,3,4.899041
-2812.583991,1,4.906022
-2154.761511,1,4.912006
-1057.981579,2,4.923974
-1407.566146,2,4.935942
-1404.920153,1,4.941926
-5262.98596,2,4.954891
-2097.140406,1,4.961873
-2894.378186,2,4.974838
-4280.499291,4,5.002796
-1065.239074,2,5.014733
-3021.959507,1,5.021713
-1531.573525,1,5.028696
-9229.272639,2,5.041694
-4687.701314,2,5.054625
-3123.857735,1,5.060609
-1024.157398,1,5.06759
-4706.681065,1,5.074571
-3824.255691,1,5.081553
-4696.142764,2,5.09352
-4273.823898,2,5.106486
-1812.533235,2,5.118453
-1070.991626,1,5.125435
-2280.497776,3,5.146379
-3671.198169,1,5.153361
-1906.530949,1,5.159344
-6221.749278,2,5.17231
-1614.699461,1,5.178294
